"PerformanceID";"StudentID";"StudyHoursPerWeek";"PerformanceScore";"EngagementID";"AttendanceID";"GradeID"
69251;"S03716";9.2;55.18;65537;65536;0
69252;"S03717";-1.0;47.03;65537;65536;0
69253;"S03718";21.5;67.63;65537;65536;0
69254;"S03719";10.0;61.33;65541;65536;0
69255;"S03720";9.5;62.81;65536;65536;0
69256;"S03721";15.0;62.64;65537;65536;0
69257;"S03722";18.5;53.51;65539;65536;65772
69258;"S03723";1.8;63.94;65538;65536;0
69259;"S03724";1.1;60.63;65536;65536;0
69260;"S03725";6.9;33.77;65538;65536;66960
69261;"S03726";12.9;55.88;65541;65536;65875
69262;"S03727";10.0;61.21;65536;65536;0
69263;"S03728";15.3;65.52;65536;65536;0
69264;"S03729";4.0;44.76;65541;65536;0
69265;"S03730";-1.6;59.05;65538;65536;66037
69266;"S03731";14.3;69.8;65541;65536;0
69267;"S03732";5.9;62.08;65537;65536;0
69268;"S03733";-0.1;31.32;65539;65536;0
69269;"S03734";10.7;53.8;65537;65536;0
69270;"S03735";14.0;60.0;65541;65536;0
69271;"S03736";9.4;56.61;65536;65536;0
69272;"S03737";7.7;61.05;65536;65536;0
69273;"S03738";9.2;57.4;65536;65536;65714
69274;"S03739";8.1;55.83;65541;65536;0
69275;"S03740";10.0;61.09;65536;65536;0
69276;"S03741";6.4;61.42;65540;65536;0
69277;"S03742";10.0;54.1;65536;65536;0
69278;"S03743";11.6;44.77;65537;65536;65815
69279;"S03744";10.8;49.65;65539;65536;65815
69280;"S03745";5.0;38.31;65539;65536;0
69281;"S03746";9.1;36.14;65536;65536;0
69282;"S03747";-0.9;43.65;65539;65536;0
69283;"S03748";10.9;55.21;65539;65536;0
69284;"S03749";17.1;59.44;65538;65536;65767
69285;"S03750";2.6;56.18;65541;65536;0
69286;"S03751";7.1;44.73;65540;65536;0
69287;"S03752";11.6;57.91;65537;65536;0
69288;"S03753";16.3;56.73;65537;65536;0
69289;"S03754";7.8;59.39;65540;65536;0
69290;"S03755";6.5;59.35;65539;65536;0
69291;"S03756";0.2;54.31;65537;65536;0
69292;"S03757";10.5;69.92;65539;65536;66077
69293;"S03758";10.0;57.06;65536;65536;0
69294;"S03759";11.4;57.47;65541;65536;0
69295;"S03760";9.9;63.55;65540;65536;0
69296;"S03761";11.6;47.16;65540;65536;0
69297;"S03762";9.9;60.76;65537;65536;0
69298;"S03763";5.9;39.83;65536;65536;0
69299;"S03764";14.1;50.41;65541;65536;0
69300;"S03765";11.1;54.81;65537;65536;65584
69301;"S03766";10.1;48.58;65537;65536;0
69302;"S03767";5.1;56.07;65539;65536;0
69303;"S03768";16.5;57.13;65537;65536;0
69304;"S03769";13.3;53.03;65539;65536;0
69305;"S03770";7.2;40.34;65541;65536;65849
69306;"S03771";15.0;65.72;65536;65536;0
69307;"S03772";7.5;67.98;65536;65536;0
69308;"S03773";6.1;60.79;65540;65536;0
69309;"S03774";6.2;53.81;65540;65536;0
69310;"S03775";1.1;51.19;65536;65536;65584
69311;"S03776";12.4;44.75;65538;65536;0
69312;"S03777";10.0;64.63;65536;65536;0
69313;"S03778";3.9;52.21;65536;65536;0
69314;"S03779";-0.4;42.965;65536;65536;0
69315;"S03780";9.6;51.01;65537;65536;0
69316;"S03781";9.2;43.98;65540;65536;0
69317;"S03782";8.4;69.3;65538;65536;0
69318;"S03783";4.8;52.11;65537;65536;0
69319;"S03784";4.1;53.42;65540;65536;0
69320;"S03785";12.3;51.89;65536;65536;66082
69321;"S03786";7.2;53.95;65536;65536;0
69322;"S03787";11.6;56.11;65540;65536;0
69323;"S03788";5.6;60.95;65541;65536;0
69324;"S03789";10.9;60.64;65536;65536;0
69325;"S03790";16.5;64.31;65536;65536;0
69326;"S03791";12.9;70.5;65537;65536;0
69327;"S03792";7.9;56.19;65539;65536;0
69328;"S03793";11.3;54.16;65536;65536;0
69329;"S03794";8.8;50.68;65541;65536;0
69330;"S03795";10.0;61.71;65540;65536;65689
69331;"S03796";8.4;42.94;65540;65536;0
69332;"S03797";9.2;50.74;65541;65536;65815
69333;"S03798";11.1;55.67;65539;65536;0
69334;"S03799";5.0;49.2;65541;65536;0
69335;"S03800";10.0;54.81;65538;65536;0
69336;"S03801";3.1;74.685;65539;65536;0
69337;"S03802";2.0;61.75;65539;65536;0
69338;"S03803";3.9;40.26;65536;65536;66172
69339;"S03804";10.8;65.09;65539;65536;0
69340;"S03805";5.5;77.08;65537;65536;65862
69341;"S03806";12.6;57.41;65541;65536;65677
69342;"S03807";10.2;54.56;65538;65536;65763
69343;"S03808";0.2;46.59;65536;65536;0
69344;"S03809";13.3;55.19;65541;65536;0
69345;"S03810";14.1;51.39;65538;65536;0
69346;"S03811";5.0;57.6;65537;65536;0
69347;"S03812";12.1;54.71;65536;65536;0
69348;"S03813";5.7;51.885;65536;65536;66403
69349;"S03814";10.5;58.34;65539;65536;65822
69350;"S03815";3.7;51.58;65538;65536;66023
69351;"S03816";1.0;52.19;65541;65536;0
69352;"S03817";8.1;53.39;65539;65536;65875
69353;"S03818";9.4;63.06;65537;65536;0
69354;"S03819";8.0;51.89;65537;65536;0
69355;"S03820";4.1;67.94;65541;65536;0
69356;"S03821";8.0;55.39;65539;65536;0
69357;"S03822";11.3;68.61;65537;65536;0
69358;"S03823";9.8;42.79;65540;65536;0
69359;"S03824";10.9;40.42;65536;65536;0
69360;"S03825";6.6;50.09;65540;65536;65992
69361;"S03826";15.9;56.06;65540;65536;0
69362;"S03827";4.1;76.85;65537;65536;0
69363;"S03828";12.4;61.3;65539;65536;0
69364;"S03829";15.9;48.77;65538;65536;0
69365;"S03830";12.4;72.61;65537;65536;0
69366;"S03831";9.0;41.92;65540;65536;0
69367;"S03832";7.4;53.14;65538;65536;0
69368;"S03833";15.2;55.26;65540;65536;65760
69369;"S03834";2.9;55.24;65540;65536;0
69370;"S03835";5.1;49.51;65536;65536;0
69371;"S03836";8.0;52.33;65536;65536;0
69372;"S03837";16.2;49.34;65541;65536;0
69373;"S03838";11.9;41.98;65539;65536;0
69374;"S03839";5.2;56.49;65536;65536;65946
69375;"S03840";8.4;65.48;65537;65536;0
69376;"S03841";6.9;61.33;65539;65536;0
69377;"S03842";6.5;64.17;65539;65536;65692
69378;"S03843";14.9;64.15;65537;65536;0
69379;"S03844";3.1;46.28;65538;65536;66143
69380;"S03845";18.0;73.62;65537;65536;0
69381;"S03846";14.1;58.2;65539;65536;0
69382;"S03847";15.5;70.35;65541;65536;0
69383;"S03848";7.7;57.48;65541;65536;66082
69384;"S03849";9.3;64.55;65536;65536;65760
69385;"S03850";2.8;60.12;65537;65536;0
69386;"S03851";7.4;57.9;65540;65536;0
69387;"S03852";12.5;43.31;65537;65536;65599
69388;"S03853";16.5;74.39;65537;65536;67038
69389;"S03854";4.5;37.64;65541;65536;0
69390;"S03855";8.2;58.02;65536;65536;0
69391;"S03856";9.2;52.65;65539;65536;0
69392;"S03857";3.0;63.44;65541;65536;66077
69393;"S03858";13.0;49.33;65537;65536;0
69394;"S03859";6.4;37.33;65537;65536;66127
69395;"S03860";9.0;61.16;65541;65536;0
69396;"S03861";7.7;58.43;65536;65536;0
69397;"S03862";6.1;40.3;65539;65536;0
69398;"S03863";10.0;38.92;65539;65536;0
69399;"S03864";8.9;46.76;65537;65536;0
69400;"S03865";8.1;70.85;65540;65536;65862
69401;"S03866";6.4;55.53;65536;65536;0
69402;"S03867";11.6;58.49;65536;65536;0
69403;"S03868";18.3;47.78;65539;65536;0
69404;"S03869";10.7;67.2;65540;65536;0
69405;"S03870";15.0;64.11;65539;65536;0
69406;"S03871";3.0;58.49;65539;65536;0
69407;"S03872";10.0;58.59;65539;65536;65644
69408;"S03873";4.5;63.08;65536;65536;0
69409;"S03874";2.6;45.21;65537;65536;0
69410;"S03875";10.0;60.19;65538;65536;0
69411;"S03876";16.0;63.86;65537;65536;0
69412;"S03877";14.8;46.2;65539;65536;0
69413;"S03878";11.2;49.63;65540;65536;0
69414;"S03879";2.3;54.33;65537;65536;0
69415;"S03880";10.0;75.2;65539;65536;0
69416;"S03881";11.5;58.27;65536;65536;0
69417;"S03882";10.9;47.2;65539;65536;0
69418;"S03883";0.8;57.77;65537;65536;0
69419;"S03884";5.5;43.005;65541;65536;0
69420;"S03885";9.7;61.78;65540;65536;0
69421;"S03886";12.7;57.94;65537;65536;0
69422;"S03887";-1.0;53.64;65539;65536;0
69423;"S03888";9.2;47.88;65536;65536;0
69424;"S03889";10.7;63.58;65538;65536;66403
69425;"S03890";14.2;58.63;65537;65536;0
69426;"S03891";13.5;60.97;65536;65536;0
69427;"S03892";12.9;67.86;65538;65536;66052
69428;"S03893";10.0;52.31;65541;65536;65815
69429;"S03894";0.5;61.31;65537;65536;0
69430;"S03895";8.0;60.68;65537;65536;0
69431;"S03896";15.0;42.445;65536;65536;0
69432;"S03897";17.0;72.34;65541;65536;0
69433;"S03898";13.6;26.025;65536;65536;0
69434;"S03899";12.1;62.65;65540;65536;65677
69435;"S03900";11.9;64.14;65536;65536;0
69436;"S03901";7.2;37.83;65541;65536;0
69437;"S03902";9.3;55.85;65536;65536;0
69438;"S03903";18.3;53.65;65537;65536;0
69439;"S03904";5.3;57.62;65539;65536;0
69440;"S03905";18.1;50.22;65537;65536;0
69441;"S03906";8.4;41.71;65536;65536;0
69442;"S03907";16.6;43.87;65536;65536;0
69443;"S03908";3.0;47.19;65536;65536;0
69444;"S03909";12.9;36.73;65539;65536;0
69445;"S03910";6.3;55.74;65536;65536;0
69446;"S03911";2.9;56.74;65539;65536;0
69447;"S03912";11.1;67.74;65537;65536;0
69448;"S03913";15.0;66.21;65541;65536;0
69449;"S03914";5.8;40.67;65536;65536;0
69450;"S03915";2.5;40.28;65537;65536;0
69451;"S03916";9.5;56.02;65541;65536;66672
69452;"S03917";9.6;67.95;65539;65536;0
69453;"S03918";12.7;69.54;65537;65536;0
69454;"S03919";14.7;70.72;65536;65536;0
69455;"S03920";9.7;50.3;65536;65536;65584
69456;"S03921";19.3;59.35;65536;65536;0
69457;"S03922";11.1;60.94;65537;65536;0
69458;"S03923";8.3;62.71;65536;65536;0
69459;"S03924";1.9;61.54;65538;65536;0
69460;"S03925";8.7;65.19;65541;65536;0
69461;"S03926";10.0;63.3;65537;65536;0
69462;"S03927";10.0;53.93;65536;65536;0
69463;"S03928";12.3;54.05;65539;65536;0
69464;"S03929";4.1;46.03;65537;65536;0
69465;"S03930";10.9;65.23;65540;65536;0
69466;"S03931";13.4;66.18;65536;65536;0
69467;"S03932";17.6;61.32;65537;65536;0
69468;"S03933";14.4;51.52;65539;65536;0
69469;"S03934";13.8;60.9;65537;65536;0
69470;"S03935";10.3;51.95;65536;65536;0
69471;"S03936";11.9;57.94;65537;65536;0
69472;"S03937";16.2;46.68;65536;65536;66138
69473;"S03938";3.3;54.4;65536;65536;0
69474;"S03939";8.3;61.9;65539;65536;65585
69475;"S03940";6.1;63.4;65536;65536;0
69476;"S03941";11.9;65.8;65540;65536;65585
69477;"S03942";10.0;57.51;65536;65536;0
69478;"S03943";7.0;52.87;65537;65536;65917
69479;"S03944";-2.0;59.96;65536;65536;0
69480;"S03945";7.9;47.59;65539;65536;66236
69481;"S03946";14.6;64.37;65536;65536;65689
69482;"S03947";12.7;73.14;65536;65536;65552
69483;"S03948";12.1;55.79;65539;65536;0
69484;"S03949";8.6;66.77;65536;65536;0
69485;"S03950";3.6;35.86;65538;65536;0
69486;"S03951";12.6;79.41;65537;65536;0
69487;"S03952";5.8;75.36;65537;65536;0
69488;"S03953";20.9;61.32;65537;65536;0
69489;"S03954";12.9;69.38;65539;65536;0
69490;"S03955";7.1;55.38;65541;65536;66134
69491;"S03956";6.9;46.59;65536;65536;0
69492;"S03957";10.0;71.085;65536;65536;0
69493;"S03958";8.8;54.97;65537;65536;65598
69494;"S03959";15.6;72.83;65536;65536;65702
69495;"S03960";10.0;80.26;65538;65536;0
69496;"S03961";6.3;59.65;65536;65536;0
69497;"S03962";19.5;50.38;65541;65536;0
69498;"S03963";10.0;43.78;65536;65536;0
69499;"S03964";13.8;66.28;65539;65536;0
69500;"S03965";7.0;45.55;65539;65536;0
69501;"S03966";11.8;56.65;65537;65536;0
69502;"S03967";11.6;51.47;65539;65536;0
69503;"S03968";0.6;62.92;65538;65536;65935
69504;"S03969";20.1;61.23;65537;65536;66005
69505;"S03970";16.5;60.81;65536;65536;65714
69506;"S03971";8.0;65.48;65538;65536;0
69507;"S03972";4.5;54.91;65536;65536;0
69508;"S03973";11.7;52.26;65536;65536;0
69509;"S03974";10.4;53.67;65536;65536;0
69510;"S03975";11.8;48.28;65540;65536;0
69511;"S03976";10.0;55.09;65540;65536;65538
69512;"S03977";12.5;45.92;65541;65536;0
69513;"S03978";17.2;57.7;65539;65536;0
69514;"S03979";12.8;55.08;65539;65536;0
69515;"S03980";4.8;59.77;65536;65536;65552
69516;"S03981";16.8;55.4;65540;65536;0
69517;"S03982";18.2;62.25;65536;65536;0
69518;"S03983";22.8;60.89;65539;65536;0
69519;"S03984";4.4;47.86;65536;65536;0
69520;"S03985";11.2;50.77;65539;65536;0
69521;"S03986";-0.4;51.0;65539;65536;65763
69522;"S03987";12.8;50.49;65538;65536;0
69523;"S03988";7.3;72.07;65540;65536;66255
69524;"S03989";19.6;48.8;65541;65536;0
69525;"S03990";6.1;48.96;65536;65536;0
69526;"S03991";1.6;58.88;65536;65536;0
69527;"S03992";7.6;67.87;65539;65536;0
69528;"S03993";0.1;63.94;65540;65536;0
69529;"S03994";13.8;54.4;65538;65536;0
69530;"S03995";-0.3;67.69;65539;65536;0
69531;"S03996";10.1;53.4;65536;65536;0
69532;"S03997";-0.4;45.8;65536;65536;0
69533;"S03998";8.4;55.69;65536;65536;0
69534;"S03999";18.2;58.08;65541;65536;0
69535;"S04000";11.8;58.89;65537;65536;0
69536;"S04001";5.7;57.63;65540;65536;0
69537;"S04002";9.8;57.8;65538;65536;66852
69538;"S04003";10.1;65.76;65536;65536;0
69539;"S04004";12.4;54.41;65536;65536;0
69540;"S04005";3.2;54.54;65537;65536;0
69541;"S04006";13.0;47.83;65537;65536;0
69542;"S04007";-2.8;72.35;65539;65536;0
69543;"S04008";6.9;43.95;65536;65536;0
69544;"S04009";7.6;64.13;65539;65536;0
69545;"S04010";13.2;67.75;65540;65536;0
69546;"S04011";10.1;55.41;65536;65536;0
69547;"S04012";3.0;54.25;65537;65536;0
69548;"S04013";5.1;67.16;65539;65536;0
69549;"S04014";11.0;56.24;65539;65536;0
69550;"S04015";9.6;55.71;65540;65536;0
69551;"S04016";7.1;55.09;65541;65536;0
69552;"S04017";7.6;38.46;65541;65536;65689
69553;"S04018";13.5;82.32;65536;65536;0
69554;"S04019";7.4;64.77;65541;65536;0
69555;"S04020";9.6;60.91;65540;65536;65836
69556;"S04021";20.8;72.49;65541;65536;65708
69557;"S04022";2.9;57.6;65537;65536;0
69558;"S04023";0.7;63.09;65539;65536;0
69559;"S04024";13.9;64.57;65541;65536;0
69560;"S04025";6.6;58.13;65540;65536;0
69561;"S04026";8.4;53.23;65540;65536;0
69562;"S04027";6.1;66.54;65539;65536;0
69563;"S04028";8.7;54.95;65538;65536;0
69564;"S04029";18.0;57.74;65536;65536;0
69565;"S04030";14.0;72.07;65536;65536;66403
69566;"S04031";10.0;62.47;65536;65536;0
69567;"S04032";2.9;50.67;65541;65536;0
69568;"S04033";4.2;72.38;65536;65536;0
69569;"S04034";-2.8;54.68;65537;65536;0
69570;"S04035";6.0;76.13;65539;65536;65662
69571;"S04036";14.8;72.98;65536;65536;0
69572;"S04037";12.6;59.16;65536;65536;0
69573;"S04038";8.9;78.2;65538;65536;0
69574;"S04039";9.9;72.98;65537;65536;0
69575;"S04040";6.6;59.71;65539;65536;0
69576;"S04041";11.0;53.07;65537;65536;0
69577;"S04042";13.8;60.83;65536;65536;0
69578;"S04043";1.9;73.13;65541;65536;66358
69579;"S04044";11.5;45.71;65539;65536;0
69580;"S04045";14.7;63.0;65536;65536;0
69581;"S04046";7.9;40.07;65537;65536;66691
69582;"S04047";13.5;39.09;65539;65536;0
69583;"S04048";22.8;72.63;65537;65536;66358
69584;"S04049";9.5;65.16;65540;65536;0
69585;"S04050";-1.0;48.72;65539;65536;66134
69586;"S04051";6.3;62.0;65541;65536;0
69587;"S04052";10.9;54.54;65540;65536;0
69588;"S04053";12.3;70.07;65536;65536;65662
69589;"S04054";11.0;61.69;65536;65536;0
69590;"S04055";10.0;69.51;65538;65536;0
69591;"S04056";11.0;51.5;65538;65536;0
69592;"S04057";17.3;54.77;65536;65536;65684
69593;"S04058";12.2;59.05;65540;65536;65714
69594;"S04059";14.8;64.15;65541;65536;0
69595;"S04060";8.8;59.55;65536;65536;0
69596;"S04061";13.7;44.28;65536;65536;0
69597;"S04062";11.4;63.07;65536;65536;0
69598;"S04063";5.2;57.82;65536;65536;0
69599;"S04064";10.0;49.75;65539;65536;65791
69600;"S04065";10.0;53.34;65537;65536;65574
69601;"S04066";6.8;50.43;65539;65536;0
69602;"S04067";10.9;55.03;65540;65536;0
69603;"S04068";11.5;57.43;65537;65536;0
69604;"S04069";4.1;48.45;65540;65536;0
69605;"S04070";15.3;69.65;65536;65536;0
69606;"S04071";12.9;70.61;65540;65536;0
69607;"S04072";10.0;49.46;65540;65536;0
69608;"S04073";10.0;56.99;65536;65536;0
69609;"S04074";9.3;65.83;65539;65536;0
69610;"S04075";7.8;77.58;65539;65536;0
69611;"S04076";10.6;62.59;65540;65536;0
69612;"S04077";8.2;57.06;65539;65536;0
69613;"S04078";0.0;62.81;65537;65536;0
69614;"S04079";8.1;51.02;65537;65536;0
69615;"S04080";8.5;68.68;65536;65536;0
69616;"S04081";13.2;55.51;65537;65536;0
69617;"S04082";6.5;65.18;65541;65536;66197
69618;"S04083";18.4;50.27;65541;65536;66428
69619;"S04084";0.4;66.52;65536;65536;0
69620;"S04085";16.6;64.7;65536;65536;0
69621;"S04086";8.9;40.655;65536;65536;0
69622;"S04087";14.3;53.56;65539;65536;66836
69623;"S04088";10.4;54.81;65536;65536;0
69624;"S04089";10.0;60.99;65538;65536;0
69625;"S04090";8.1;60.26;65536;65536;0
69626;"S04091";4.5;62.38;65539;65536;0
69627;"S04092";17.1;53.45;65538;65536;0
69628;"S04093";9.4;62.68;65538;65536;0
69629;"S04094";10.0;78.525;65536;65536;0
69630;"S04095";16.2;63.12;65536;65536;66358
69631;"S04096";4.8;50.84;65537;65536;66183
69632;"S04097";13.0;61.67;65537;65536;0
69633;"S04098";7.1;62.1;65538;65536;0
69634;"S04099";9.3;56.18;65537;65536;0
69635;"S04100";10.4;61.41;65541;65536;0
69636;"S04101";2.5;42.42;65538;65536;65599
69637;"S04102";6.1;59.51;65537;65536;0
69638;"S04103";16.8;62.54;65540;65536;65927
69639;"S04104";14.4;74.34;65537;65536;66908
69640;"S04105";9.7;58.96;65539;65536;0
69641;"S04106";11.2;48.17;65536;65536;66002
69642;"S04107";8.5;54.41;65539;65536;0
69643;"S04108";16.8;62.0;65541;65536;0
69644;"S04109";9.0;51.2;65537;65536;65633
69645;"S04110";10.0;65.18;65538;65536;0
69646;"S04111";15.7;64.76;65536;65536;0
69647;"S04112";6.1;68.01;65541;65536;0
69648;"S04113";17.8;59.42;65537;65536;0
69649;"S04114";2.3;65.88;65538;65536;0
69650;"S04115";18.1;52.45;65540;65536;66218
69651;"S04116";8.1;65.56;65538;65536;65644
69652;"S04117";8.8;59.46;65538;65536;0
69653;"S04118";0.5;54.03;65536;65536;0
69654;"S04119";7.7;61.93;65537;65536;0
69655;"S04120";4.8;51.94;65541;65536;0
69656;"S04121";7.0;64.14;65539;65536;0
69657;"S04122";9.3;56.93;65539;65536;0
69658;"S04123";10.0;73.37;65536;65536;0
69659;"S04124";11.0;58.92;65538;65536;0
69660;"S04125";11.5;62.15;65536;65536;0
69661;"S04126";4.5;50.89;65536;65536;0
69662;"S04127";5.6;46.15;65539;65536;0
69663;"S04128";19.0;65.17;65537;65536;65677
69664;"S04129";10.0;43.23;65539;65536;0
69665;"S04130";18.3;68.6;65536;65536;0
69666;"S04131";8.8;53.89;65536;65536;0
69667;"S04132";10.0;31.45;65541;65536;0
69668;"S04133";15.4;60.32;65540;65536;0
69669;"S04134";16.4;57.05;65540;65536;0
69670;"S04135";9.4;38.445;65536;65536;0
69671;"S04136";8.1;56.67;65541;65536;65981
69672;"S04137";9.7;57.79;65541;65536;0
69673;"S04138";11.7;65.93;65536;65536;0
69674;"S04139";14.5;48.96;65541;65536;0
69675;"S04140";10.0;42.27;65536;65536;0
69676;"S04141";13.1;48.0;65539;65536;66236
69677;"S04142";18.2;63.9;65536;65536;0
69678;"S04143";11.9;45.93;65539;65536;0
69679;"S04144";11.6;61.8;65536;65536;0
69680;"S04145";2.4;60.2;65537;65536;0
69681;"S04146";-2.8;53.18;65537;65536;0
69682;"S04147";11.9;63.1;65538;65536;66672
69683;"S04148";9.5;54.62;65536;65536;65755
69684;"S04149";7.4;54.79;65539;65536;0
69685;"S04150";11.2;37.63;65539;65536;0
69686;"S04151";9.7;60.79;65536;65536;65745
69687;"S04152";15.6;59.81;65539;65536;0
69688;"S04153";10.4;67.09;65539;65536;0
69689;"S04154";6.3;66.68;65538;65536;0
69690;"S04155";15.0;53.87;65539;65536;0
69691;"S04156";8.9;67.33;65540;65536;0
69692;"S04157";12.6;54.46;65537;65536;0
69693;"S04158";7.6;52.94;65536;65536;0
69694;"S04159";6.8;50.97;65539;65536;0
69695;"S04160";10.4;68.345;65537;65536;0
69696;"S04161";10.1;56.78;65538;65536;0
69697;"S04162";12.4;61.72;65536;65536;0
69698;"S04163";8.7;75.68;65536;65536;0
69699;"S04164";0.8;62.46;65539;65536;0
69700;"S04165";7.8;57.72;65541;65536;0
69701;"S04166";14.0;59.0;65539;65536;65790
69702;"S04167";8.5;35.445;65536;65536;0
69703;"S04168";8.8;30.99;65541;65536;0
69704;"S04169";14.9;58.82;65537;65536;0
69705;"S04170";6.4;41.49;65536;65536;0
69706;"S04171";2.3;55.65;65541;65536;0
69707;"S04172";9.2;60.27;65537;65536;65760
69708;"S04173";7.6;57.19;65537;65536;0
69709;"S04174";5.2;42.92;65540;65536;0
69710;"S04175";9.1;59.05;65536;65536;0
69711;"S04176";12.5;43.86;65536;65536;0
69712;"S04177";10.0;63.15;65536;65536;66276
69713;"S04178";11.5;53.1;65537;65536;0
69714;"S04179";19.1;68.56;65541;65536;66908
69715;"S04180";8.3;53.2;65537;65536;0
69716;"S04181";11.4;46.22;65536;65536;0
69717;"S04182";7.5;41.88;65540;65536;66004
69718;"S04183";10.0;67.17;65539;65536;0
69719;"S04184";7.1;64.78;65536;65536;0
69720;"S04185";7.6;62.6;65541;65536;0
69721;"S04186";11.8;59.76;65537;65536;0
69722;"S04187";21.7;70.515;65541;65536;0
69723;"S04188";6.4;56.85;65536;65536;66276
69724;"S04189";7.9;67.66;65536;65536;0
69725;"S04190";10.0;60.41;65538;65536;0
69726;"S04191";12.0;55.23;65541;65536;0
69727;"S04192";11.3;74.405;65536;65536;0
69728;"S04193";16.4;62.11;65536;65536;65850
69729;"S04194";-2.1;59.66;65536;65536;0
69730;"S04195";-1.9;49.46;65536;65536;66852
69731;"S04196";7.5;40.27;65541;65536;0
69732;"S04197";15.5;51.05;65536;65536;0
69733;"S04198";2.2;40.81;65539;65536;65598
69734;"S04199";-2.8;56.33;65537;65536;0
69735;"S04200";12.9;54.06;65537;65536;0
69736;"S04201";11.2;62.49;65541;65536;65644
69737;"S04202";4.5;59.51;65540;65536;0
69738;"S04203";5.1;55.22;65539;65536;0
69739;"S04204";5.2;48.19;65536;65536;0
69740;"S04205";10.6;59.5;65536;65536;0
69741;"S04206";6.9;44.12;65537;65536;0
69742;"S04207";12.5;60.69;65536;65536;65708
69743;"S04208";-2.8;40.325;65541;65536;0
69744;"S04209";5.7;55.76;65537;65536;0
69745;"S04210";4.4;61.63;65540;65536;0
69746;"S04211";8.7;53.75;65539;65536;0
69747;"S04212";7.3;56.15;65536;65536;65585
69748;"S04213";14.0;54.64;65541;65536;65944
69749;"S04214";0.7;44.17;65541;65536;0
69750;"S04215";10.2;53.68;65538;65536;0
69751;"S04216";10.0;65.44;65538;65536;0
69752;"S04217";19.3;59.26;65537;65536;0
69753;"S04218";7.6;56.08;65540;65536;0
69754;"S04219";11.6;64.78;65536;65536;0
69755;"S04220";1.0;56.71;65539;65536;0
69756;"S04221";-2.0;49.53;65536;65536;65836
69757;"S04222";14.2;59.96;65536;65536;0
69758;"S04223";10.0;74.98;65538;65536;0
69759;"S04224";15.9;63.68;65536;65536;0
69760;"S04225";3.1;59.37;65536;65536;65623
69761;"S04226";12.6;53.48;65539;65536;0
69762;"S04227";19.3;69.65;65541;65536;0
69763;"S04228";12.1;69.25;65536;65536;0
69764;"S04229";11.4;53.74;65536;65536;0
69765;"S04230";10.0;61.63;65536;65536;0
69766;"S04231";2.1;61.22;65536;65536;66183
69767;"S04232";16.8;58.29;65536;65536;0
69768;"S04233";6.9;65.77;65540;65536;0
69769;"S04234";12.5;47.76;65537;65536;66163
69770;"S04235";2.2;55.18;65539;65536;0
69771;"S04236";4.1;61.95;65536;65536;0
69772;"S04237";17.2;43.84;65538;65536;0
69773;"S04238";8.3;66.98;65540;65536;0
69774;"S04239";17.3;56.29;65541;65536;0
69775;"S04240";9.6;52.85;65536;65536;0
69776;"S04241";0.8;47.3;65537;65536;0
69777;"S04242";14.5;69.07;65536;65536;0
69778;"S04243";7.1;41.42;65537;65536;0
69779;"S04244";13.5;42.19;65536;65536;0
69780;"S04245";10.1;63.38;65540;65536;0
69781;"S04246";2.3;54.8;65539;65536;0
69782;"S04247";10.8;53.09;65537;65536;0
69783;"S04248";10.0;41.49;65537;65536;65755
69784;"S04249";12.5;62.29;65537;65536;0
69785;"S04250";9.7;51.83;65539;65536;0
69786;"S04251";15.4;60.04;65539;65536;0
69787;"S04252";11.1;56.18;65540;65536;0
69788;"S04253";11.0;53.69;65539;65536;0
69789;"S04254";4.5;47.95;65538;65536;0
69790;"S04255";11.2;60.13;65536;65536;65538
69791;"S04256";15.2;57.14;65539;65536;0
69792;"S04257";5.8;67.75;65540;65536;0
69793;"S04258";17.1;67.22;65537;65536;0
69794;"S04259";9.5;55.38;65537;65536;0
69795;"S04260";5.6;61.45;65539;65536;65714
69796;"S04261";15.0;59.37;65538;65536;0
69797;"S04262";8.6;52.81;65536;65536;65981
69798;"S04263";13.8;48.66;65537;65536;0
69799;"S04264";8.5;46.37;65538;65536;66135
69800;"S04265";9.7;43.79;65536;65536;0
69801;"S04266";12.5;65.64;65541;65536;0
69802;"S04267";11.5;53.87;65541;65536;0
69803;"S04268";10.0;72.5;65541;65536;0
69804;"S04269";10.0;46.45;65536;65536;0
69805;"S04270";14.6;57.17;65538;65536;0
69806;"S04271";9.3;52.08;65536;65536;0
69807;"S04272";7.4;47.77;65536;65536;0
69808;"S04273";3.2;48.41;65541;65536;0
69809;"S04274";4.6;55.72;65537;65536;0
69810;"S04275";-0.1;59.14;65540;65536;0
69811;"S04276";9.5;48.75;65539;65536;0
69812;"S04277";7.0;56.87;65537;65536;0
69813;"S04278";5.2;61.44;65537;65536;65767
69814;"S04279";9.7;48.49;65538;65536;0
69815;"S04280";11.8;70.34;65537;65536;0
69816;"S04281";20.5;52.81;65536;65536;0
69817;"S04282";2.4;36.92;65541;65536;0
69818;"S04283";15.8;41.81;65537;65536;66472
69819;"S04284";14.9;60.07;65536;65536;0
69820;"S04285";10.0;38.5;65537;65536;0
69821;"S04286";11.0;48.95;65536;65536;0
69822;"S04287";7.7;55.38;65536;65536;0
69823;"S04288";10.9;63.63;65536;65536;65623
69824;"S04289";17.5;56.47;65536;65536;65598
69825;"S04290";13.0;58.36;65537;65536;65708
