"StudentID";"Gender";"Age";"GradeLevel";"at_risk";"CountryID"
"S05741";"Female";16;"Grade 11";"False";65538
"S05742";"Male";17;"Grade 12";"False";65537
"S05743";"Female";17;"Grade 12";"False";65538
"S05744";"Male";14;"Grade 10";"True";65537
"S05745";"Male";16;"Grade 11";"False";65536
"S05746";"Female";16;"Grade 11";"False";65537
"S05747";"Female";16;"Grade 11";"False";65538
"S05748";"Male";15;"Grade 10";"False";65537
"S05749";"Male";16;"Grade 11";"False";65537
"S05750";"Male";17;"Grade 12";"False";65538
"S05751";"Female";15;"Grade 10";"False";65537
"S05752";"Male";17;"Grade 12";"False";65539
"S05753";"Female";17;"Grade 12";"True";65537
"S05754";"Female";16;"Grade 11";"False";65538
"S05755";"Male";15;"Grade 10";"False";65540
"S05756";"Male";16;"Grade 11";"True";65536
"S05757";"Female";17;"Grade 12";"True";65537
"S05758";"Male";15;"Grade 10";"True";65540
"S05759";"Male";16;"Grade 11";"False";65537
"S05760";"Female";17;"Grade 12";"False";65536
"S05761";"Female";17;"Grade 12";"False";65540
"S05762";"Male";17;"Grade 12";"False";65536
"S05763";"Male";17;"Grade 12";"True";65538
"S05764";"Female";17;"Grade 11";"False";65538
"S05765";"Male";16;"Grade 11";"True";65537
"S05766";"Female";16;"Grade 11";"False";65537
"S05767";"Male";15;"Grade 10";"True";65538
"S05768";"Male";15;"Grade 10";"False";65538
"S05769";"Male";16;"Grade 11";"True";65536
"S05770";"Female";15;"Grade 10";"False";65538
"S05771";"Female";17;"Grade 12";"False";65540
"S05772";"Male";16;"Grade 11";"False";65539
"S05773";"Male";16;"Grade 11";"False";65538
"S05774";"Male";17;"Grade 12";"True";65536
"S05775";"Female";15;"Grade 10";"False";65538
"S05776";"Male";17;"Grade 12";"False";65538
"S05777";"Male";16;"Grade 11";"False";65536
"S05778";"Male";16;"Grade 11";"False";65536
"S05779";"Female";17;"Grade 12";"False";65537
"S05780";"Male";16;"Grade 11";"False";65539
"S05781";"Male";15;"Grade 10";"False";65539
"S05782";"Female";16;"Grade 11";"False";65537
"S05783";"Male";17;"Grade 12";"False";65539
"S05784";"Female";15;"Grade 10";"False";65536
"S05785";"Male";16;"Grade 11";"False";65536
"S05786";"Female";16;"Grade 11";"False";65537
"S05787";"Female";17;"Grade 12";"True";65537
"S05788";"Male";16;"Grade 11";"False";65539
"S05789";"Female";17;"Grade 12";"False";65536
"S05790";"Male";15;"Grade 10";"False";65540
"S05791";"Female";16;"Grade 11";"False";65538
"S05792";"Male";15;"Grade 10";"True";65536
"S05793";"Male";16;"Grade 11";"False";65537
"S05794";"Female";17;"Grade 12";"False";65538
"S05795";"Female";15;"Grade 10";"False";65537
"S05796";"Male";16;"Grade 11";"True";65537
"S05797";"Male";17;"Grade 12";"False";65538
"S05798";"Male";17;"Grade 12";"True";65539
"S05799";"Male";15;"Grade 10";"False";65538
"S05800";"Male";17;"Grade 12";"True";65537
"S05801";"Female";17;"Grade 12";"False";65537
"S05802";"Female";16;"Grade 11";"False";65540
"S05803";"Female";15;"Grade 10";"False";65539
"S05804";"Male";16;"Grade 11";"False";65536
"S05805";"Female";17;"Grade 12";"False";65538
"S05806";"Male";15;"Grade 10";"False";65538
"S05807";"Female";16;"Grade 11";"False";65536
"S05808";"Female";16;"Grade 11";"False";65539
"S05809";"Male";16;"Grade 11";"False";65537
"S05810";"Male";17;"Grade 12";"False";65537
"S05811";"Male";15;"Grade 10";"False";65537
"S05812";"Male";15;"Grade 10";"False";65537
"S05813";"Male";16;"Grade 11";"True";65536
"S05814";"Male";18;"Grade 12";"False";65537
"S05815";"Female";16;"Grade 11";"False";65537
"S05816";"Female";16;"Grade 11";"False";65540
"S05817";"Female";18;"Grade 12";"False";65537
"S05818";"Male";17;"Grade 12";"False";65537
"S05819";"Male";17;"Grade 12";"False";65540
"S05820";"Male";16;"Grade 11";"False";65537
"S05821";"Male";16;"Grade 11";"False";65538
"S05822";"Male";15;"Grade 10";"False";65537
"S05823";"Male";14;"Grade 10";"False";65538
"S05824";"Female";16;"Grade 11";"False";65536
"S05825";"Male";17;"Grade 11";"False";65539
"S05826";"Male";17;"Grade 12";"True";65537
"S05827";"Male";17;"Grade 12";"False";65538
"S05828";"Female";15;"Grade 10";"True";65536
"S05829";"Male";17;"Grade 12";"False";65536
"S05830";"Male";16;"Grade 11";"False";65538
"S05831";"Male";16;"Grade 11";"False";65536
"S05832";"Male";16;"Grade 11";"False";65539
"S05833";"Male";17;"Grade 12";"False";65536
"S05834";"Male";16;"Grade 11";"False";65538
"S05835";"Male";16;"Grade 11";"False";65536
"S05836";"Female";16;"Grade 11";"False";65538
"S05837";"Male";16;"Grade 11";"False";65539
"S05838";"Male";16;"Grade 11";"False";65539
"S05839";"Male";16;"Grade 11";"False";65537
"S05840";"Male";16;"Grade 11";"False";65537
"S05841";"Male";16;"Grade 12";"True";65536
"S05842";"Male";17;"Grade 12";"False";65539
"S05843";"Female";15;"Grade 10";"False";65539
"S05844";"Male";16;"Grade 11";"False";65538
"S05845";"Female";16;"Grade 11";"False";65538
"S05846";"Male";16;"Grade 11";"False";65536
"S05847";"Male";15;"Grade 10";"True";65537
"S05848";"Male";15;"Grade 10";"False";65539
"S05849";"Male";16;"Grade 11";"False";65539
"S05850";"Male";17;"Grade 11";"False";65540
"S05851";"Male";16;"Grade 11";"False";65536
"S05852";"Male";17;"Grade 12";"False";65536
"S05853";"Female";16;"Grade 11";"False";65540
"S05854";"Male";17;"Grade 12";"False";65537
"S05855";"Male";16;"Grade 11";"False";65537
"S05856";"Male";16;"Grade 11";"False";65538
"S05857";"Male";15;"Grade 10";"False";65538
"S05858";"Female";17;"Grade 12";"False";65537
"S05859";"Female";17;"Grade 12";"False";65539
"S05860";"Male";16;"Grade 11";"False";65536
"S05861";"Male";17;"Grade 12";"False";65537
"S05862";"Male";17;"Grade 12";"False";65537
"S05863";"Male";15;"Grade 10";"True";65536
"S05864";"Female";17;"Grade 12";"False";65537
"S05865";"Male";14;"Grade 10";"False";65539
"S05866";"Male";16;"Grade 11";"False";65538
"S05867";"Female";15;"Grade 10";"True";65538
"S05868";"Male";15;"Grade 10";"True";65538
"S05869";"Male";18;"Grade 12";"True";65538
"S05870";"Female";15;"Grade 11";"False";65539
"S05871";"Female";17;"Grade 12";"False";65539
"S05872";"Male";16;"Grade 11";"True";65538
"S05873";"Female";15;"Grade 10";"False";65538
"S05874";"Male";15;"Grade 10";"True";65540
"S05875";"Male";17;"Grade 12";"True";65538
"S05876";"Male";16;"Grade 11";"True";65536
"S05877";"Male";17;"Grade 12";"False";65539
"S05878";"Female";15;"Grade 11";"False";65537
"S05879";"Female";17;"Grade 12";"True";65536
"S05880";"Female";16;"Grade 11";"False";65539
"S05881";"Male";17;"Grade 12";"False";65539
"S05882";"Male";16;"Grade 11";"False";65538
"S05883";"Male";15;"Grade 10";"True";65537
"S05884";"Female";16;"Grade 11";"False";65540
"S05885";"Male";17;"Grade 12";"True";65538
"S05886";"Female";17;"Grade 12";"False";65536
"S05887";"Male";17;"Grade 11";"False";65536
"S05888";"Male";17;"Grade 12";"True";65536
"S05889";"Male";17;"Grade 12";"False";65538
"S05890";"Male";17;"Grade 12";"False";65538
"S05891";"Female";16;"Grade 11";"False";65537
"S05892";"Male";16;"Grade 11";"False";65536
"S05893";"Female";16;"Grade 11";"False";65539
"S05894";"Male";16;"Grade 11";"False";65536
"S05895";"Male";16;"Grade 11";"True";65538
"S05896";"Male";17;"Grade 12";"False";65537
"S05897";"Male";17;"Grade 12";"False";65538
"S05898";"Female";16;"Grade 11";"False";65536
"S05899";"Male";16;"Grade 11";"False";65536
"S05900";"Male";17;"Grade 11";"True";65539
"S05901";"Male";17;"Grade 12";"False";65536
"S05902";"Male";16;"Grade 11";"False";65537
"S05903";"Female";15;"Grade 10";"True";65539
"S05904";"Male";16;"Grade 11";"False";65538
"S05905";"Female";16;"Grade 11";"False";65536
"S05906";"Male";16;"Grade 11";"True";65539
"S05907";"Male";16;"Grade 11";"False";65537
"S05908";"Female";16;"Grade 11";"False";65538
"S05909";"Male";16;"Grade 11";"False";65538
"S05910";"Female";17;"Grade 12";"False";65539
"S05911";"Male";15;"Grade 11";"False";65537
"S05912";"Female";16;"Grade 11";"False";65536
"S05913";"Male";17;"Grade 12";"False";65538
"S05914";"Female";17;"Grade 12";"False";65536
"S05915";"Male";17;"Grade 12";"False";65537
"S05916";"Male";16;"Grade 12";"True";65538
"S05917";"Male";15;"Grade 10";"False";65540
"S05918";"Male";15;"Grade 10";"False";65536
"S05919";"Male";15;"Grade 10";"False";65536
"S05920";"Male";15;"Grade 10";"False";65540
"S05921";"Female";16;"Grade 11";"True";65536
"S05922";"Male";17;"Grade 12";"False";65539
"S05923";"Male";16;"Grade 11";"False";65536
"S05924";"Female";16;"Grade 11";"False";65538
"S05925";"Male";18;"Grade 12";"True";65537
"S05926";"Female";16;"Grade 11";"False";65537
"S05927";"Male";16;"Grade 11";"False";65538
"S05928";"Female";16;"Grade 11";"False";65537
"S05929";"Male";17;"Grade 12";"False";65537
"S05930";"Male";17;"Grade 12";"False";65540
"S05931";"Male";16;"Grade 11";"False";65539
"S05932";"Male";16;"Grade 11";"False";65538
"S05933";"Male";17;"Grade 12";"False";65536
"S05934";"Female";16;"Grade 12";"True";65536
"S05935";"Male";16;"Grade 11";"False";65536
"S05936";"Female";16;"Grade 11";"False";65536
"S05937";"Female";15;"Grade 10";"True";65537
"S05938";"Male";14;"Grade 10";"False";65537
"S05939";"Male";16;"Grade 11";"False";65539
"S05940";"Male";16;"Grade 11";"False";65538
"S05941";"Female";16;"Grade 11";"False";65540
"S05942";"Male";17;"Grade 12";"False";65539
"S05943";"Male";16;"Grade 11";"False";65538
"S05944";"Male";16;"Grade 11";"False";65536
"S05945";"Male";17;"Grade 12";"False";65537
"S05946";"Male";16;"Grade 11";"False";65540
"S05947";"Male";15;"Grade 10";"True";65540
"S05948";"Female";17;"Grade 11";"False";65538
"S05949";"Male";15;"Grade 10";"False";65537
"S05950";"Male";15;"Grade 10";"False";65540
"S05951";"Female";17;"Grade 12";"False";65539
"S05952";"Female";16;"Grade 11";"False";65539
"S05953";"Male";16;"Grade 11";"False";65537
"S05954";"Male";16;"Grade 11";"False";65538
"S05955";"Male";17;"Grade 12";"False";65540
"S05956";"Male";17;"Grade 12";"False";65536
"S05957";"Male";17;"Grade 12";"True";65540
"S05958";"Male";16;"Grade 11";"False";65540
"S05959";"Male";16;"Grade 11";"True";65538
"S05960";"Male";16;"Grade 12";"False";65537
"S05961";"Male";16;"Grade 11";"True";65540
"S05962";"Female";17;"Grade 12";"False";65540
"S05963";"Male";16;"Grade 11";"False";65536
"S05964";"Female";16;"Grade 11";"False";65538
"S05965";"Male";16;"Grade 11";"True";65538
"S05966";"Male";16;"Grade 11";"False";65540
"S05967";"Male";17;"Grade 12";"False";65539
"S05968";"Male";16;"Grade 11";"False";65538
"S05969";"Male";16;"Grade 11";"False";65538
"S05970";"Male";16;"Grade 11";"False";65538
"S05971";"Male";16;"Grade 11";"False";65538
"S05972";"Male";16;"Grade 11";"True";65536
"S05973";"Female";15;"Grade 10";"False";65539
"S05974";"Male";17;"Grade 12";"False";65536
"S05975";"Male";17;"Grade 12";"False";65536
"S05976";"Male";16;"Grade 11";"False";65538
"S05977";"Male";16;"Grade 11";"False";65538
"S05978";"Female";16;"Grade 11";"True";65537
"S05979";"Male";15;"Grade 10";"False";65539
"S05980";"Male";15;"Grade 10";"False";65539
"S05981";"Female";16;"Grade 11";"False";65537
"S05982";"Female";17;"Grade 12";"True";65536
"S05983";"Male";16;"Grade 11";"True";65538
"S05984";"Male";15;"Grade 10";"True";65536
"S05985";"Female";16;"Grade 11";"False";65539
"S05986";"Female";17;"Grade 12";"True";65536
"S05987";"Male";16;"Grade 11";"True";65540
"S05988";"Male";15;"Grade 10";"False";65536
"S05989";"Male";15;"Grade 10";"True";65539
"S05990";"Female";17;"Grade 12";"True";65538
"S05991";"Male";16;"Grade 11";"False";65536
"S05992";"Male";15;"Grade 10";"False";65536
"S05993";"Female";15;"Grade 10";"True";65537
"S05994";"Male";16;"Grade 11";"False";65536
"S05995";"Male";15;"Grade 10";"False";65537
"S05996";"Male";16;"Grade 11";"False";65538
"S05997";"Male";17;"Grade 12";"False";65539
"S05998";"Female";16;"Grade 11";"False";65537
"S05999";"Male";17;"Grade 12";"True";65536
"S06000";"Male";17;"Grade 12";"False";65538
"S06001";"Male";15;"Grade 10";"True";65536
"S06002";"Male";14;"Grade 10";"False";65536
"S06003";"Female";17;"Grade 12";"False";65537
"S06004";"Male";17;"Grade 12";"True";65539
"S06005";"Male";17;"Grade 12";"False";65538
"S06006";"Male";16;"Grade 11";"True";65536
"S06007";"Male";16;"Grade 11";"False";65539
"S06008";"Male";16;"Grade 12";"False";65537
"S06009";"Female";16;"Grade 11";"True";65537
"S06010";"Female";16;"Grade 11";"False";65537
"S06011";"Male";16;"Grade 11";"True";65536
"S06012";"Female";16;"Grade 11";"False";65537
"S06013";"Female";17;"Grade 12";"False";65539
"S06014";"Female";15;"Grade 10";"False";65536
"S06015";"Male";16;"Grade 11";"False";65537
"S06016";"Female";16;"Grade 11";"True";65536
"S06017";"Female";18;"Grade 12";"False";65538
"S06018";"Male";16;"Grade 11";"True";65538
"S06019";"Female";15;"Grade 10";"False";65538
"S06020";"Male";17;"Grade 12";"False";65537
"S06021";"Male";16;"Grade 11";"True";65538
"S06022";"Male";16;"Grade 11";"False";65537
"S06023";"Male";16;"Grade 11";"False";65538
"S06024";"Female";15;"Grade 10";"False";65539
"S06025";"Male";17;"Grade 12";"False";65536
"S06026";"Male";16;"Grade 11";"False";65539
"S06027";"Male";15;"Grade 10";"True";65539
"S06028";"Female";17;"Grade 12";"False";65538
"S06029";"Male";16;"Grade 11";"False";65536
"S06030";"Male";17;"Grade 12";"False";65537
"S06031";"Male";17;"Grade 12";"False";65537
"S06032";"Male";16;"Grade 11";"False";65536
"S06033";"Male";17;"Grade 12";"True";65537
"S06034";"Male";16;"Grade 11";"False";65536
"S06035";"Male";15;"Grade 10";"False";65537
"S06036";"Male";17;"Grade 12";"True";65536
"S06037";"Female";17;"Grade 12";"False";65540
"S06038";"Female";15;"Grade 10";"False";65538
"S06039";"Female";16;"Grade 11";"False";65538
"S06040";"Male";16;"Grade 11";"False";65539
"S06041";"Female";15;"Grade 10";"False";65537
"S06042";"Male";16;"Grade 11";"False";65540
"S06043";"Male";17;"Grade 12";"False";65538
"S06044";"Female";17;"Grade 12";"False";65536
"S06045";"Male";16;"Grade 11";"False";65538
"S06046";"Male";17;"Grade 12";"False";65539
"S06047";"Male";16;"Grade 11";"False";65536
"S06048";"Male";16;"Grade 11";"False";65538
"S06049";"Male";15;"Grade 10";"False";65536
"S06050";"Male";17;"Grade 12";"True";65540
"S06051";"Male";15;"Grade 10";"False";65536
"S06052";"Female";18;"Grade 12";"False";65536
"S06053";"Female";15;"Grade 10";"False";65540
"S06054";"Male";15;"Grade 10";"False";65539
"S06055";"Male";17;"Grade 12";"False";65536
"S06056";"Female";15;"Grade 10";"False";65536
"S06057";"Male";15;"Grade 10";"False";65539
"S06058";"Female";16;"Grade 11";"False";65538
"S06059";"Male";15;"Grade 10";"False";65539
"S06060";"Male";16;"Grade 11";"True";65539
"S06061";"Female";15;"Grade 10";"True";65536
"S06062";"Male";15;"Grade 10";"False";65539
"S06063";"Male";17;"Grade 12";"False";65539
"S06064";"Male";16;"Grade 11";"False";65538
"S06065";"Male";17;"Grade 12";"False";65536
"S06066";"Male";15;"Grade 10";"False";65537
"S06067";"Female";16;"Grade 11";"True";65536
"S06068";"Male";15;"Grade 10";"True";65538
"S06069";"Male";16;"Grade 11";"False";65540
"S06070";"Male";15;"Grade 10";"False";65536
"S06071";"Male";16;"Grade 11";"False";65540
"S06072";"Male";17;"Grade 12";"False";65538
"S06073";"Female";17;"Grade 12";"False";65537
"S06074";"Male";17;"Grade 12";"True";65538
"S06075";"Male";15;"Grade 10";"False";65537
"S06076";"Male";17;"Grade 12";"False";65536
"S06077";"Male";17;"Grade 12";"False";65539
"S06078";"Female";16;"Grade 11";"False";65537
"S06079";"Male";15;"Grade 10";"False";65538
"S06080";"Male";17;"Grade 12";"False";65539
"S06081";"Male";16;"Grade 11";"False";65540
"S06082";"Male";17;"Grade 11";"True";65538
"S06083";"Male";17;"Grade 12";"False";65536
"S06084";"Male";16;"Grade 11";"False";65536
"S06085";"Male";16;"Grade 11";"True";65537
"S06086";"Male";17;"Grade 12";"False";65539
"S06087";"Female";15;"Grade 10";"False";65540
"S06088";"Female";15;"Grade 10";"True";65536
"S06089";"Female";16;"Grade 11";"True";65538
"S06090";"Female";15;"Grade 10";"False";65538
"S06091";"Male";16;"Grade 12";"False";65536
"S06092";"Female";15;"Grade 10";"False";65537
"S06093";"Female";16;"Grade 11";"False";65536
"S06094";"Male";16;"Grade 11";"False";65539
"S06095";"Male";17;"Grade 12";"False";65536
"S06096";"Female";17;"Grade 12";"False";65536
"S06097";"Male";15;"Grade 10";"False";65536
"S06098";"Female";17;"Grade 12";"False";65536
"S06099";"Male";16;"Grade 11";"False";65538
"S06100";"Male";17;"Grade 12";"False";65537
"S06101";"Female";15;"Grade 10";"False";65536
"S06102";"Male";18;"Grade 12";"False";65539
"S06103";"Female";18;"Grade 12";"True";65540
"S06104";"Male";15;"Grade 10";"False";65538
"S06105";"Female";16;"Grade 12";"False";65538
"S06106";"Male";16;"Grade 11";"False";65539
"S06107";"Female";16;"Grade 11";"False";65536
"S06108";"Male";14;"Grade 10";"True";65536
"S06109";"Male";17;"Grade 12";"False";65538
"S06110";"Male";17;"Grade 12";"True";65538
"S06111";"Male";17;"Grade 11";"False";65539
"S06112";"Male";15;"Grade 10";"False";65537
"S06113";"Male";16;"Grade 11";"False";65537
"S06114";"Male";17;"Grade 11";"False";65540
"S06115";"Female";17;"Grade 12";"False";65538
"S06116";"Female";16;"Grade 11";"True";65536
"S06117";"Male";16;"Grade 11";"False";65538
"S06118";"Female";16;"Grade 11";"False";65539
"S06119";"Male";15;"Grade 10";"False";65539
"S06120";"Male";15;"Grade 10";"False";65538
"S06121";"Male";15;"Grade 10";"False";65537
"S06122";"Male";16;"Grade 12";"False";65539
"S06123";"Male";16;"Grade 11";"False";65539
"S06124";"Male";16;"Grade 11";"False";65538
"S06125";"Female";17;"Grade 12";"False";65538
"S06126";"Female";17;"Grade 12";"True";65539
"S06127";"Male";16;"Grade 11";"False";65540
"S06128";"Female";17;"Grade 12";"False";65538
"S06129";"Female";16;"Grade 11";"False";65536
"S06130";"Male";18;"Grade 12";"True";65539
"S06131";"Male";16;"Grade 11";"False";65539
"S06132";"Male";17;"Grade 12";"True";65540
"S06133";"Male";16;"Grade 11";"False";65538
"S06134";"Male";17;"Grade 11";"False";65540
"S06135";"Male";17;"Grade 12";"True";65538
"S06136";"Female";15;"Grade 10";"False";65539
"S06137";"Male";17;"Grade 12";"False";65537
"S06138";"Female";16;"Grade 11";"True";65540
"S06139";"Male";17;"Grade 12";"False";65540
"S06140";"Female";17;"Grade 12";"False";65536
"S06141";"Male";17;"Grade 11";"False";65538
"S06142";"Male";16;"Grade 10";"False";65536
"S06143";"Female";17;"Grade 12";"False";65538
"S06144";"Male";17;"Grade 12";"False";65537
"S06145";"Male";15;"Grade 10";"False";65539
"S06146";"Female";17;"Grade 11";"False";65537
"S06147";"Female";16;"Grade 11";"True";65538
"S06148";"Male";16;"Grade 11";"False";65536
"S06149";"Male";15;"Grade 10";"True";65536
"S06150";"Female";17;"Grade 12";"False";65538
"S06151";"Male";14;"Grade 10";"False";65537
"S06152";"Male";15;"Grade 10";"False";65539
"S06153";"Male";16;"Grade 11";"False";65536
"S06154";"Female";16;"Grade 11";"False";65537
"S06155";"Male";17;"Grade 12";"True";65539
"S06156";"Male";15;"Grade 10";"False";65537
"S06157";"Male";15;"Grade 10";"True";65537
"S06158";"Male";15;"Grade 10";"True";65538
"S06159";"Male";15;"Grade 10";"False";65539
"S06160";"Male";15;"Grade 10";"False";65536
"S06161";"Male";17;"Grade 12";"False";65537
"S06162";"Female";17;"Grade 12";"True";65537
"S06163";"Male";16;"Grade 11";"False";65536
"S06164";"Male";16;"Grade 11";"False";65536
"S06165";"Male";15;"Grade 10";"False";65536
"S06166";"Male";15;"Grade 10";"False";65539
"S06167";"Female";16;"Grade 11";"True";65539
"S06168";"Male";17;"Grade 12";"True";65537
"S06169";"Female";17;"Grade 12";"True";65538
"S06170";"Male";15;"Grade 10";"True";65536
"S06171";"Male";16;"Grade 11";"True";65536
"S06172";"Female";15;"Grade 10";"False";65540
"S06173";"Male";16;"Grade 11";"False";65538
"S06174";"Female";15;"Grade 10";"False";65540
"S06175";"Male";15;"Grade 10";"True";65539
"S06176";"Female";16;"Grade 11";"False";65539
"S06177";"Male";18;"Grade 12";"False";65536
"S06178";"Male";16;"Grade 11";"False";65538
"S06179";"Male";16;"Grade 11";"False";65536
"S06180";"Male";16;"Grade 11";"False";65536
"S06181";"Female";16;"Grade 11";"True";65538
"S06182";"Female";15;"Grade 10";"False";65537
"S06183";"Female";15;"Grade 10";"False";65539
"S06184";"Male";16;"Grade 11";"False";65540
"S06185";"Female";16;"Grade 12";"False";65539
"S06186";"Male";17;"Grade 12";"True";65537
"S06187";"Male";17;"Grade 12";"False";65539
"S06188";"Female";17;"Grade 12";"False";65537
"S06189";"Male";17;"Grade 12";"False";65537
"S06190";"Male";16;"Grade 11";"False";65536
"S06191";"Female";16;"Grade 11";"False";65539
"S06192";"Male";16;"Grade 11";"False";65536
"S06193";"Female";15;"Grade 10";"False";65540
"S06194";"Female";17;"Grade 12";"False";65539
"S06195";"Female";15;"Grade 11";"True";65537
"S06196";"Male";17;"Grade 12";"False";65538
"S06197";"Male";17;"Grade 12";"False";65536
"S06198";"Female";17;"Grade 11";"True";65539
"S06199";"Male";16;"Grade 11";"False";65536
"S06200";"Male";15;"Grade 10";"True";65540
"S06201";"Male";16;"Grade 11";"True";65538
"S06202";"Female";16;"Grade 11";"False";65539
"S06203";"Male";18;"Grade 12";"False";65538
"S06204";"Male";15;"Grade 10";"False";65540
"S06205";"Male";15;"Grade 10";"True";65538
"S06206";"Male";16;"Grade 11";"False";65539
"S06207";"Male";16;"Grade 11";"False";65536
"S06208";"Female";17;"Grade 12";"False";65538
"S06209";"Male";16;"Grade 11";"False";65538
"S06210";"Male";16;"Grade 11";"False";65538
"S06211";"Male";16;"Grade 11";"False";65536
"S06212";"Male";17;"Grade 12";"True";65538
"S06213";"Male";17;"Grade 12";"False";65540
"S06214";"Female";15;"Grade 10";"True";65539
"S06215";"Male";16;"Grade 11";"False";65539
"S06216";"Male";16;"Grade 11";"False";65540
"S06217";"Male";17;"Grade 12";"False";65538
"S06218";"Male";16;"Grade 11";"False";65538
"S06219";"Female";15;"Grade 10";"False";65537
"S06220";"Female";17;"Grade 12";"False";65539
"S06221";"Male";16;"Grade 11";"False";65537
"S06222";"Male";15;"Grade 10";"False";65538
"S06223";"Male";17;"Grade 12";"False";65539
"S06224";"Male";16;"Grade 11";"False";65538
"S06225";"Female";15;"Grade 10";"False";65540
"S06226";"Female";16;"Grade 11";"False";65538
"S06227";"Male";16;"Grade 11";"False";65537
"S06228";"Male";16;"Grade 11";"False";65537
"S06229";"Male";15;"Grade 10";"False";65537
"S06230";"Female";15;"Grade 10";"True";65538
"S06231";"Male";17;"Grade 12";"False";65536
"S06232";"Male";15;"Grade 10";"True";65537
"S06233";"Male";16;"Grade 11";"False";65538
"S06234";"Female";14;"Grade 10";"False";65539
"S06235";"Female";16;"Grade 11";"False";65538
"S06236";"Male";16;"Grade 11";"False";65540
"S06237";"Male";16;"Grade 11";"True";65537
"S06238";"Female";15;"Grade 10";"False";65536
"S06239";"Male";16;"Grade 11";"False";65536
"S06240";"Male";17;"Grade 12";"False";65539
"S06241";"Female";15;"Grade 10";"True";65540
"S06242";"Male";16;"Grade 11";"True";65536
"S06243";"Male";17;"Grade 12";"False";65537
"S06244";"Female";16;"Grade 11";"False";65536
"S06245";"Female";15;"Grade 10";"False";65537
"S06246";"Male";17;"Grade 12";"True";65538
"S06247";"Male";16;"Grade 11";"False";65540
"S06248";"Female";16;"Grade 11";"False";65540
"S06249";"Male";17;"Grade 12";"False";65537
"S06250";"Female";16;"Grade 11";"True";65536
"S06251";"Female";16;"Grade 11";"False";65536
"S06252";"Male";16;"Grade 10";"False";65536
"S06253";"Male";17;"Grade 11";"False";65538
"S06254";"Male";16;"Grade 11";"False";65536
"S06255";"Male";16;"Grade 11";"True";65538
"S06256";"Male";16;"Grade 11";"True";65536
"S06257";"Male";17;"Grade 12";"False";65536
"S06258";"Female";15;"Grade 10";"False";65538
"S06259";"Male";15;"Grade 10";"False";65540
"S06260";"Male";17;"Grade 12";"False";65537
"S06261";"Female";17;"Grade 12";"False";65539
"S06262";"Male";16;"Grade 11";"False";65538
"S06263";"Male";16;"Grade 11";"False";65538
"S06264";"Male";17;"Grade 12";"True";65537
"S06265";"Male";15;"Grade 10";"False";65536
"S06266";"Male";16;"Grade 11";"False";65536
"S06267";"Male";15;"Grade 10";"True";65540
"S06268";"Male";16;"Grade 11";"True";65536
"S06269";"Female";15;"Grade 10";"True";65538
"S06270";"Female";17;"Grade 12";"False";65538
"S06271";"Female";16;"Grade 11";"True";65536
"S06272";"Female";16;"Grade 11";"False";65536
"S06273";"Male";17;"Grade 12";"False";65536
"S06274";"Female";15;"Grade 10";"False";65537
"S06275";"Male";15;"Grade 10";"False";65538
"S06276";"Male";17;"Grade 11";"True";65536
"S06277";"Female";17;"Grade 12";"False";65539
"S06278";"Female";15;"Grade 10";"False";65536
"S06279";"Female";17;"Grade 12";"False";65536
"S06280";"Male";16;"Grade 11";"False";65538
"S06281";"Female";16;"Grade 11";"False";65540
"S06282";"Male";16;"Grade 11";"True";65538
"S06283";"Male";17;"Grade 12";"False";65538
"S06284";"Female";16;"Grade 11";"False";65540
"S06285";"Female";16;"Grade 11";"False";65539
"S06286";"Male";15;"Grade 10";"False";65537
"S06287";"Male";16;"Grade 11";"True";65536
"S06288";"Male";15;"Grade 10";"False";65537
"S06289";"Male";16;"Grade 11";"False";65536
"S06290";"Male";16;"Grade 11";"False";65536
"S06291";"Female";17;"Grade 12";"False";65536
"S06292";"Male";15;"Grade 10";"False";65537
"S06293";"Male";15;"Grade 10";"True";65537
"S06294";"Male";17;"Grade 12";"False";65539
"S06295";"Female";15;"Grade 10";"False";65536
"S06296";"Male";15;"Grade 10";"False";65536
"S06297";"Male";15;"Grade 10";"False";65540
"S06298";"Male";17;"Grade 11";"False";65537
"S06299";"Male";15;"Grade 11";"False";65538
"S06300";"Male";15;"Grade 10";"False";65540
"S06301";"Female";17;"Grade 12";"False";65538
"S06302";"Female";16;"Grade 11";"False";65537
"S06303";"Male";16;"Grade 11";"False";65539
"S06304";"Female";16;"Grade 10";"False";65538
"S06305";"Female";16;"Grade 11";"False";65536
"S06306";"Female";15;"Grade 10";"False";65537
"S06307";"Male";15;"Grade 10";"True";65540
"S06308";"Female";17;"Grade 12";"False";65538
"S06309";"Female";15;"Grade 10";"False";65536
"S06310";"Female";15;"Grade 10";"False";65536
"S06311";"Male";16;"Grade 11";"False";65536
"S06312";"Male";15;"Grade 10";"False";65537
"S06313";"Male";15;"Grade 10";"False";65537
"S06314";"Male";16;"Grade 11";"False";65537
"S06315";"Male";16;"Grade 11";"False";65539
"S06316";"Female";17;"Grade 12";"False";65536
"S06317";"Male";15;"Grade 10";"False";65538
"S06318";"Male";17;"Grade 12";"False";65538
"S06319";"Male";15;"Grade 10";"True";65538
"S06320";"Male";15;"Grade 11";"False";65537
"S06321";"Male";17;"Grade 12";"False";65538
