"ParentID";"StudentID";"ParentEducationLevel"
51508;"S11508";"Doctorate"
51509;"S11509";"Bachelor"
51510;"S11510";"Bachelor"
51511;"S11511";"Doctorate"
51512;"S11512";"High School"
51513;"S11513";"High School"
51514;"S11514";"Bachelor"
51515;"S11515";"High School"
51516;"S11516";"Bachelor"
51517;"S11517";"High School"
51518;"S11518";"Bachelor"
51519;"S11519";"Bachelor"
51520;"S11520";"Associate"
51521;"S11521";"Doctorate"
51522;"S11522";"Bachelor"
51523;"S11523";"Master"
51524;"S11524";"Doctorate"
51525;"S11525";"High School"
51526;"S11526";"Doctorate"
51527;"S11527";"Bachelor"
51528;"S11528";"Bachelor"
51529;"S11529";"Master"
51530;"S11530";"High School"
51531;"S11531";"High School"
51532;"S11532";"Bachelor"
51533;"S11533";"Master"
51534;"S11534";"High School"
51535;"S11535";"Doctorate"
51536;"S11536";"Associate"
51537;"S11537";"Associate"
51538;"S11538";"Bachelor"
51539;"S11539";"Doctorate"
51540;"S11540";"High School"
51541;"S11541";"Bachelor"
51542;"S11542";"Master"
51543;"S11543";"Master"
51544;"S11544";"Master"
51545;"S11545";"Master"
51546;"S11546";"Associate"
51547;"S11547";"Doctorate"
51548;"S11548";"Associate"
51549;"S11549";"High School"
51550;"S11550";"Master"
51551;"S11551";"Bachelor"
51552;"S11552";"Doctorate"
51553;"S11553";"Doctorate"
51554;"S11554";"Bachelor"
51555;"S11555";"Master"
51556;"S11556";"High School"
51557;"S11557";"Master"
51558;"S11558";"Doctorate"
51559;"S11559";"High School"
51560;"S11560";"Bachelor"
51561;"S11561";"Doctorate"
51562;"S11562";"High School"
51563;"S11563";"Master"
51564;"S11564";"Bachelor"
51565;"S11565";"Master"
51566;"S11566";"Bachelor"
51567;"S11567";"Doctorate"
51568;"S11568";"Doctorate"
51569;"S11569";"Bachelor"
51570;"S11570";"High School"
51571;"S11571";"Associate"
51572;"S11572";"Bachelor"
51573;"S11573";"Doctorate"
51574;"S11574";"Master"
51575;"S11575";"Bachelor"
51576;"S11576";"Doctorate"
51577;"S11577";"Master"
51578;"S11578";"Associate"
51579;"S11579";"Master"
51580;"S11580";"Bachelor"
51581;"S11581";"Doctorate"
51582;"S11582";"Bachelor"
51583;"S11583";"High School"
51584;"S11584";"Master"
51585;"S11585";"Associate"
51586;"S11586";"Associate"
51587;"S11587";"Bachelor"
51588;"S11588";"Bachelor"
51589;"S11589";"Bachelor"
51590;"S11590";"Associate"
51591;"S11591";"Master"
51592;"S11592";"Bachelor"
51593;"S11593";"Master"
51594;"S11594";"Bachelor"
51595;"S11595";"Bachelor"
51596;"S11596";"Associate"
51597;"S11597";"Bachelor"
51598;"S11598";"Master"
51599;"S11599";"Bachelor"
51600;"S11600";"Master"
51601;"S11601";"Doctorate"
51602;"S11602";"Associate"
51603;"S11603";"Associate"
51604;"S11604";"High School"
51605;"S11605";"Associate"
51606;"S11606";"Bachelor"
51607;"S11607";"High School"
51608;"S11608";"Doctorate"
51609;"S11609";"Master"
51610;"S11610";"Bachelor"
51611;"S11611";"High School"
51612;"S11612";"High School"
51613;"S11613";"Doctorate"
51614;"S11614";"Master"
51615;"S11615";"Bachelor"
51616;"S11616";"Bachelor"
51617;"S11617";"Associate"
51618;"S11618";"High School"
51619;"S11619";"Bachelor"
51620;"S11620";"Master"
51621;"S11621";"Master"
51622;"S11622";"Bachelor"
51623;"S11623";"Doctorate"
51624;"S11624";"Bachelor"
51625;"S11625";"Doctorate"
51626;"S11626";"Doctorate"
51627;"S11627";"Bachelor"
51628;"S11628";"Bachelor"
51629;"S11629";"Master"
51630;"S11630";"Bachelor"
51631;"S11631";"Bachelor"
51632;"S11632";"Associate"
51633;"S11633";"Associate"
51634;"S11634";"High School"
51635;"S11635";"High School"
51636;"S11636";"Bachelor"
51637;"S11637";"High School"
51638;"S11638";"Bachelor"
51639;"S11639";"Master"
51640;"S11640";"Doctorate"
51641;"S11641";"Master"
51642;"S11642";"Associate"
51643;"S11643";"Associate"
51644;"S11644";"Bachelor"
51645;"S11645";"High School"
51646;"S11646";"High School"
51647;"S11647";"Associate"
51648;"S11648";"High School"
51649;"S11649";"Associate"
51650;"S11650";"High School"
51651;"S11651";"Master"
51652;"S11652";"Associate"
51653;"S11653";"Doctorate"
51654;"S11654";"Bachelor"
51655;"S11655";"Bachelor"
51656;"S11656";"Bachelor"
51657;"S11657";"Doctorate"
51658;"S11658";"High School"
51659;"S11659";"Bachelor"
51660;"S11660";"Associate"
51661;"S11661";"Master"
51662;"S11662";"Master"
51663;"S11663";"Master"
51664;"S11664";"Associate"
51665;"S11665";"Master"
51666;"S11666";"Bachelor"
51667;"S11667";"High School"
51668;"S11668";"Bachelor"
51669;"S11669";"Master"
51670;"S11670";"Bachelor"
51671;"S11671";"Doctorate"
51672;"S11672";"Doctorate"
51673;"S11673";"Master"
51674;"S11674";"Master"
51675;"S11675";"Doctorate"
51676;"S11676";"Bachelor"
51677;"S11677";"Doctorate"
51678;"S11678";"Associate"
51679;"S11679";"Associate"
51680;"S11680";"Bachelor"
51681;"S11681";"Doctorate"
51682;"S11682";"Bachelor"
51683;"S11683";"Bachelor"
51684;"S11684";"Associate"
51685;"S11685";"Associate"
51686;"S11686";"Bachelor"
51687;"S11687";"Bachelor"
51688;"S11688";"Doctorate"
51689;"S11689";"Associate"
51690;"S11690";"Associate"
51691;"S11691";"Bachelor"
51692;"S11692";"Bachelor"
51693;"S11693";"Bachelor"
51694;"S11694";"Doctorate"
51695;"S11695";"Bachelor"
51696;"S11696";"Associate"
51697;"S11697";"Associate"
51698;"S11698";"Master"
51699;"S11699";"Bachelor"
51700;"S11700";"Master"
51701;"S11701";"High School"
51702;"S11702";"Associate"
51703;"S11703";"Associate"
51704;"S11704";"Bachelor"
51705;"S11705";"Bachelor"
51706;"S11706";"Bachelor"
51707;"S11707";"High School"
51708;"S11708";"Bachelor"
51709;"S11709";"Bachelor"
51710;"S11710";"High School"
51711;"S11711";"Bachelor"
51712;"S11712";"Master"
51713;"S11713";"High School"
51714;"S11714";"Master"
51715;"S11715";"Doctorate"
51716;"S11716";"Doctorate"
51717;"S11717";"Associate"
51718;"S11718";"Doctorate"
51719;"S11719";"Associate"
51720;"S11720";"Associate"
51721;"S11721";"Doctorate"
51722;"S11722";"Master"
51723;"S11723";"High School"
51724;"S11724";"Bachelor"
51725;"S11725";"Doctorate"
51726;"S11726";"Doctorate"
51727;"S11727";"Bachelor"
51728;"S11728";"Bachelor"
51729;"S11729";"Bachelor"
51730;"S11730";"Bachelor"
51731;"S11731";"Doctorate"
51732;"S11732";"High School"
51733;"S11733";"Bachelor"
51734;"S11734";"Master"
51735;"S11735";"Bachelor"
51736;"S11736";"Bachelor"
51737;"S11737";"Doctorate"
51738;"S11738";"Doctorate"
51739;"S11739";"Master"
51740;"S11740";"Bachelor"
51741;"S11741";"Associate"
51742;"S11742";"Bachelor"
51743;"S11743";"Associate"
51744;"S11744";"Associate"
51745;"S11745";"High School"
51746;"S11746";"High School"
51747;"S11747";"Bachelor"
51748;"S11748";"Bachelor"
51749;"S11749";"Bachelor"
51750;"S11750";"Bachelor"
51751;"S11751";"Bachelor"
51752;"S11752";"Doctorate"
51753;"S11753";"Associate"
51754;"S11754";"Associate"
51755;"S11755";"High School"
51756;"S11756";"High School"
51757;"S11757";"High School"
51758;"S11758";"High School"
51759;"S11759";"High School"
51760;"S11760";"Associate"
51761;"S11761";"Bachelor"
51762;"S11762";"Doctorate"
51763;"S11763";"Bachelor"
51764;"S11764";"Bachelor"
51765;"S11765";"Bachelor"
51766;"S11766";"Master"
51767;"S11767";"High School"
51768;"S11768";"Doctorate"
51769;"S11769";"Master"
51770;"S11770";"High School"
51771;"S11771";"High School"
51772;"S11772";"Associate"
51773;"S11773";"Master"
51774;"S11774";"High School"
51775;"S11775";"Master"
51776;"S11776";"Master"
51777;"S11777";"Master"
51778;"S11778";"Associate"
51779;"S11779";"Associate"
51780;"S11780";"Doctorate"
51781;"S11781";"High School"
51782;"S11782";"High School"
51783;"S11783";"Bachelor"
51784;"S11784";"Associate"
51785;"S11785";"Doctorate"
51786;"S11786";"Bachelor"
51787;"S11787";"High School"
51788;"S11788";"Doctorate"
51789;"S11789";"High School"
51790;"S11790";"High School"
51791;"S11791";"Associate"
51792;"S11792";"Master"
51793;"S11793";"Master"
51794;"S11794";"High School"
51795;"S11795";"Bachelor"
51796;"S11796";"Associate"
51797;"S11797";"Bachelor"
51798;"S11798";"Master"
51799;"S11799";"High School"
51800;"S11800";"Master"
51801;"S11801";"High School"
51802;"S11802";"Bachelor"
51803;"S11803";"Doctorate"
51804;"S11804";"Bachelor"
51805;"S11805";"Associate"
51806;"S11806";"Associate"
51807;"S11807";"Doctorate"
51808;"S11808";"Bachelor"
51809;"S11809";"Doctorate"
51810;"S11810";"Doctorate"
51811;"S11811";"Master"
51812;"S11812";"Bachelor"
51813;"S11813";"Doctorate"
51814;"S11814";"Master"
51815;"S11815";"Master"
51816;"S11816";"Bachelor"
51817;"S11817";"High School"
51818;"S11818";"Associate"
51819;"S11819";"Bachelor"
51820;"S11820";"Bachelor"
51821;"S11821";"Associate"
51822;"S11822";"Master"
51823;"S11823";"Bachelor"
51824;"S11824";"High School"
51825;"S11825";"Associate"
51826;"S11826";"Bachelor"
51827;"S11827";"Bachelor"
51828;"S11828";"High School"
51829;"S11829";"Master"
51830;"S11830";"Associate"
51831;"S11831";"Associate"
51832;"S11832";"Bachelor"
51833;"S11833";"Bachelor"
51834;"S11834";"Bachelor"
51835;"S11835";"Associate"
51836;"S11836";"Bachelor"
51837;"S11837";"Associate"
51838;"S11838";"Associate"
51839;"S11839";"Doctorate"
51840;"S11840";"Doctorate"
51841;"S11841";"High School"
51842;"S11842";"High School"
51843;"S11843";"Bachelor"
51844;"S11844";"Bachelor"
51845;"S11845";"Doctorate"
51846;"S11846";"Master"
51847;"S11847";"Master"
51848;"S11848";"Associate"
51849;"S11849";"Bachelor"
51850;"S11850";"Doctorate"
51851;"S11851";"Bachelor"
51852;"S11852";"Bachelor"
51853;"S11853";"Bachelor"
51854;"S11854";"High School"
51855;"S11855";"Bachelor"
51856;"S11856";"Doctorate"
51857;"S11857";"Doctorate"
51858;"S11858";"Associate"
51859;"S11859";"Master"
51860;"S11860";"Master"
51861;"S11861";"Bachelor"
51862;"S11862";"Doctorate"
51863;"S11863";"High School"
51864;"S11864";"Associate"
51865;"S11865";"Associate"
51866;"S11866";"Doctorate"
51867;"S11867";"Bachelor"
51868;"S11868";"Associate"
51869;"S11869";"Master"
51870;"S11870";"Bachelor"
51871;"S11871";"Bachelor"
51872;"S11872";"Doctorate"
51873;"S11873";"High School"
51874;"S11874";"High School"
51875;"S11875";"Bachelor"
51876;"S11876";"Doctorate"
51877;"S11877";"Associate"
51878;"S11878";"Master"
51879;"S11879";"Bachelor"
51880;"S11880";"Bachelor"
51881;"S11881";"Bachelor"
51882;"S11882";"Bachelor"
51883;"S11883";"Master"
51884;"S11884";"Associate"
51885;"S11885";"Doctorate"
51886;"S11886";"Associate"
51887;"S11887";"Associate"
51888;"S11888";"Doctorate"
51889;"S11889";"Associate"
51890;"S11890";"Master"
51891;"S11891";"Doctorate"
51892;"S11892";"Bachelor"
51893;"S11893";"Associate"
51894;"S11894";"Bachelor"
51895;"S11895";"Bachelor"
51896;"S11896";"Bachelor"
51897;"S11897";"Master"
51898;"S11898";"Associate"
51899;"S11899";"High School"
51900;"S11900";"High School"
51901;"S11901";"Bachelor"
51902;"S11902";"Doctorate"
51903;"S11903";"Doctorate"
51904;"S11904";"Master"
51905;"S11905";"Associate"
51906;"S11906";"Master"
51907;"S11907";"Associate"
51908;"S11908";"High School"
51909;"S11909";"Doctorate"
51910;"S11910";"Bachelor"
51911;"S11911";"Bachelor"
51912;"S11912";"Associate"
51913;"S11913";"Associate"
51914;"S11914";"High School"
51915;"S11915";"Doctorate"
51916;"S11916";"High School"
51917;"S11917";"Associate"
51918;"S11918";"Associate"
51919;"S11919";"Doctorate"
51920;"S11920";"Doctorate"
51921;"S11921";"Associate"
51922;"S11922";"Bachelor"
51923;"S11923";"Doctorate"
51924;"S11924";"Doctorate"
51925;"S11925";"Doctorate"
51926;"S11926";"Master"
51927;"S11927";"Bachelor"
51928;"S11928";"Bachelor"
51929;"S11929";"Associate"
51930;"S11930";"Master"
51931;"S11931";"Bachelor"
51932;"S11932";"Master"
51933;"S11933";"Master"
51934;"S11934";"High School"
51935;"S11935";"Master"
51936;"S11936";"High School"
51937;"S11937";"High School"
51938;"S11938";"Master"
51939;"S11939";"Doctorate"
51940;"S11940";"Doctorate"
51941;"S11941";"Doctorate"
51942;"S11942";"Master"
51943;"S11943";"Bachelor"
51944;"S11944";"Associate"
51945;"S11945";"Doctorate"
51946;"S11946";"High School"
51947;"S11947";"Doctorate"
51948;"S11948";"Master"
51949;"S11949";"Bachelor"
51950;"S11950";"High School"
51951;"S11951";"Doctorate"
51952;"S11952";"Master"
51953;"S11953";"Doctorate"
51954;"S11954";"Doctorate"
51955;"S11955";"Doctorate"
51956;"S11956";"Bachelor"
51957;"S11957";"Associate"
51958;"S11958";"Doctorate"
51959;"S11959";"Associate"
51960;"S11960";"Doctorate"
51961;"S11961";"High School"
51962;"S11962";"Bachelor"
51963;"S11963";"Bachelor"
51964;"S11964";"High School"
51965;"S11965";"Master"
51966;"S11966";"Bachelor"
51967;"S11967";"Bachelor"
51968;"S11968";"Associate"
51969;"S11969";"High School"
51970;"S11970";"Master"
51971;"S11971";"Doctorate"
51972;"S11972";"Bachelor"
51973;"S11973";"Master"
51974;"S11974";"High School"
51975;"S11975";"Doctorate"
51976;"S11976";"Master"
51977;"S11977";"Master"
51978;"S11978";"Doctorate"
51979;"S11979";"Bachelor"
51980;"S11980";"Bachelor"
51981;"S11981";"High School"
51982;"S11982";"Associate"
51983;"S11983";"Bachelor"
51984;"S11984";"Bachelor"
51985;"S11985";"High School"
51986;"S11986";"Master"
51987;"S11987";"Master"
51988;"S11988";"Master"
51989;"S11989";"Bachelor"
51990;"S11990";"Associate"
51991;"S11991";"High School"
51992;"S11992";"Doctorate"
51993;"S11993";"Master"
51994;"S11994";"Associate"
51995;"S11995";"High School"
51996;"S11996";"Doctorate"
51997;"S11997";"Master"
51998;"S11998";"Doctorate"
51999;"S11999";"Doctorate"
52000;"S12000";"Doctorate"
52001;"S12001";"High School"
52002;"S12002";"Bachelor"
52003;"S12003";"Bachelor"
52004;"S12004";"High School"
52005;"S12005";"Associate"
52006;"S12006";"Associate"
52007;"S12007";"Bachelor"
52008;"S12008";"Doctorate"
52009;"S12009";"High School"
52010;"S12010";"High School"
52011;"S12011";"Master"
52012;"S12012";"High School"
52013;"S12013";"Master"
52014;"S12014";"Doctorate"
52015;"S12015";"Bachelor"
52016;"S12016";"Bachelor"
52017;"S12017";"High School"
52018;"S12018";"Associate"
52019;"S12019";"High School"
52020;"S12020";"Bachelor"
52021;"S12021";"Doctorate"
52022;"S12022";"Doctorate"
52023;"S12023";"Bachelor"
52024;"S12024";"High School"
52025;"S12025";"Bachelor"
52026;"S12026";"Bachelor"
52027;"S12027";"Master"
52028;"S12028";"Master"
52029;"S12029";"Doctorate"
52030;"S12030";"Associate"
52031;"S12031";"Associate"
52032;"S12032";"Bachelor"
52033;"S12033";"Bachelor"
52034;"S12034";"Master"
52035;"S12035";"High School"
52036;"S12036";"High School"
52037;"S12037";"Master"
52038;"S12038";"Associate"
52039;"S12039";"Doctorate"
52040;"S12040";"Associate"
52041;"S12041";"Associate"
52042;"S12042";"Bachelor"
52043;"S12043";"Doctorate"
52044;"S12044";"Associate"
52045;"S12045";"Doctorate"
52046;"S12046";"Associate"
52047;"S12047";"High School"
52048;"S12048";"Doctorate"
52049;"S12049";"Doctorate"
52050;"S12050";"Bachelor"
52051;"S12051";"Associate"
52052;"S12052";"High School"
52053;"S12053";"High School"
52054;"S12054";"High School"
52055;"S12055";"Associate"
52056;"S12056";"High School"
52057;"S12057";"High School"
52058;"S12058";"Bachelor"
52059;"S12059";"High School"
52060;"S12060";"Doctorate"
52061;"S12061";"Doctorate"
52062;"S12062";"High School"
52063;"S12063";"Associate"
52064;"S12064";"Associate"
52065;"S12065";"Master"
52066;"S12066";"Doctorate"
52067;"S12067";"Bachelor"
52068;"S12068";"Bachelor"
52069;"S12069";"Bachelor"
52070;"S12070";"Doctorate"
52071;"S12071";"Bachelor"
52072;"S12072";"Associate"
52073;"S12073";"Doctorate"
52074;"S12074";"Bachelor"
52075;"S12075";"High School"
52076;"S12076";"Master"
52077;"S12077";"High School"
52078;"S12078";"Doctorate"
52079;"S12079";"Associate"
52080;"S12080";"High School"
52081;"S12081";"Bachelor"
52082;"S12082";"High School"
52083;"S12083";"High School"
52084;"S12084";"Associate"
52085;"S12085";"Associate"
52086;"S12086";"Bachelor"
52087;"S12087";"Doctorate"
52088;"S12088";"High School"
52089;"S12089";"Doctorate"
52090;"S12090";"Associate"
52091;"S12091";"Doctorate"
52092;"S12092";"Master"
52093;"S12093";"Bachelor"
52094;"S12094";"High School"
52095;"S12095";"Associate"
52096;"S12096";"High School"
52097;"S12097";"High School"
52098;"S12098";"Associate"
52099;"S12099";"Bachelor"
52100;"S12100";"High School"
52101;"S12101";"Master"
52102;"S12102";"Bachelor"
52103;"S12103";"Associate"
52104;"S12104";"High School"
52105;"S12105";"Associate"
52106;"S12106";"Doctorate"
52107;"S12107";"Bachelor"
52108;"S12108";"Bachelor"
52109;"S12109";"High School"
52110;"S12110";"Bachelor"
52111;"S12111";"Bachelor"
52112;"S12112";"High School"
52113;"S12113";"Bachelor"
52114;"S12114";"Bachelor"
52115;"S12115";"Master"
52116;"S12116";"High School"
52117;"S12117";"Master"
52118;"S12118";"High School"
52119;"S12119";"Master"
52120;"S12120";"Bachelor"
52121;"S12121";"Master"
52122;"S12122";"Bachelor"
52123;"S12123";"Doctorate"
52124;"S12124";"Master"
52125;"S12125";"Bachelor"
52126;"S12126";"Associate"
52127;"S12127";"Doctorate"
52128;"S12128";"Bachelor"
52129;"S12129";"Associate"
52130;"S12130";"High School"
52131;"S12131";"Doctorate"
52132;"S12132";"Master"
52133;"S12133";"Bachelor"
52134;"S12134";"Doctorate"
52135;"S12135";"High School"
52136;"S12136";"Associate"
52137;"S12137";"Master"
52138;"S12138";"Master"
52139;"S12139";"High School"
52140;"S12140";"High School"
52141;"S12141";"High School"
52142;"S12142";"Doctorate"
52143;"S12143";"Bachelor"
52144;"S12144";"High School"
52145;"S12145";"Doctorate"
52146;"S12146";"Bachelor"
52147;"S12147";"Associate"
52148;"S12148";"Doctorate"
52149;"S12149";"Bachelor"
52150;"S12150";"Bachelor"
52151;"S12151";"Doctorate"
52152;"S12152";"Master"
52153;"S12153";"Bachelor"
52154;"S12154";"Associate"
52155;"S12155";"High School"
52156;"S12156";"Master"
52157;"S12157";"Associate"
52158;"S12158";"High School"
52159;"S12159";"High School"
52160;"S12160";"High School"
52161;"S12161";"High School"
52162;"S12162";"Doctorate"
52163;"S12163";"High School"
52164;"S12164";"Associate"
52165;"S12165";"Associate"
52166;"S12166";"Doctorate"
52167;"S12167";"Doctorate"
52168;"S12168";"Bachelor"
52169;"S12169";"Doctorate"
52170;"S12170";"High School"
52171;"S12171";"High School"
52172;"S12172";"Associate"
52173;"S12173";"Master"
52174;"S12174";"Doctorate"
52175;"S12175";"Bachelor"
52176;"S12176";"Master"
52177;"S12177";"Master"
52178;"S12178";"Associate"
52179;"S12179";"High School"
52180;"S12180";"Doctorate"
52181;"S12181";"Associate"
52182;"S12182";"Master"
52183;"S12183";"High School"
52184;"S12184";"Bachelor"
52185;"S12185";"Bachelor"
52186;"S12186";"Associate"
52187;"S12187";"Doctorate"
52188;"S12188";"Bachelor"
52189;"S12189";"Master"
52190;"S12190";"Associate"
52191;"S12191";"Master"
52192;"S12192";"Master"
52193;"S12193";"Master"
52194;"S12194";"Associate"
52195;"S12195";"High School"
52196;"S12196";"High School"
52197;"S12197";"High School"
52198;"S12198";"Master"
52199;"S12199";"High School"
52200;"S12200";"High School"
52201;"S12201";"Bachelor"
52202;"S12202";"Associate"
52203;"S12203";"High School"
52204;"S12204";"Associate"
52205;"S12205";"Master"
52206;"S12206";"Master"
52207;"S12207";"High School"
52208;"S12208";"High School"
52209;"S12209";"High School"
52210;"S12210";"Bachelor"
52211;"S12211";"Master"
52212;"S12212";"Associate"
52213;"S12213";"Bachelor"
52214;"S12214";"High School"
52215;"S12215";"Associate"
52216;"S12216";"Master"
52217;"S12217";"Associate"
52218;"S12218";"Doctorate"
52219;"S12219";"Associate"
52220;"S12220";"Bachelor"
52221;"S12221";"High School"
52222;"S12222";"High School"
52223;"S12223";"Associate"
52224;"S12224";"Bachelor"
52225;"S12225";"Doctorate"
52226;"S12226";"Master"
52227;"S12227";"Bachelor"
52228;"S12228";"High School"
52229;"S12229";"High School"
52230;"S12230";"Associate"
52231;"S12231";"Doctorate"
52232;"S12232";"High School"
52233;"S12233";"Doctorate"
52234;"S12234";"High School"
52235;"S12235";"Associate"
52236;"S12236";"High School"
52237;"S12237";"Bachelor"
52238;"S12238";"Bachelor"
52239;"S12239";"Master"
52240;"S12240";"Doctorate"
52241;"S12241";"Master"
52242;"S12242";"High School"
52243;"S12243";"Bachelor"
52244;"S12244";"Associate"
52245;"S12245";"Doctorate"
52246;"S12246";"High School"
52247;"S12247";"Doctorate"
52248;"S12248";"Master"
52249;"S12249";"Associate"
52250;"S12250";"Bachelor"
52251;"S12251";"Bachelor"
52252;"S12252";"Associate"
52253;"S12253";"High School"
52254;"S12254";"Bachelor"
52255;"S12255";"Master"
52256;"S12256";"High School"
52257;"S12257";"Master"
52258;"S12258";"Bachelor"
52259;"S12259";"Associate"
52260;"S12260";"High School"
52261;"S12261";"Doctorate"
52262;"S12262";"Master"
52263;"S12263";"Associate"
52264;"S12264";"Bachelor"
52265;"S12265";"Bachelor"
52266;"S12266";"Associate"
52267;"S12267";"Master"
52268;"S12268";"Doctorate"
52269;"S12269";"Bachelor"
52270;"S12270";"High School"
52271;"S12271";"Bachelor"
52272;"S12272";"Doctorate"
52273;"S12273";"Associate"
52274;"S12274";"Doctorate"
52275;"S12275";"Associate"
52276;"S12276";"Master"
52277;"S12277";"High School"
52278;"S12278";"High School"
52279;"S12279";"High School"
52280;"S12280";"Bachelor"
52281;"S12281";"High School"
52282;"S12282";"Associate"
52283;"S12283";"High School"
52284;"S12284";"High School"
52285;"S12285";"Associate"
52286;"S12286";"High School"
52287;"S12287";"High School"
52288;"S12288";"Doctorate"
52289;"S12289";"Associate"
52290;"S12290";"Doctorate"
52291;"S12291";"Doctorate"
52292;"S12292";"High School"
52293;"S12293";"Bachelor"
52294;"S12294";"High School"
52295;"S12295";"Associate"
52296;"S12296";"Doctorate"
52297;"S12297";"Associate"
52298;"S12298";"Associate"
52299;"S12299";"Doctorate"
52300;"S12300";"Bachelor"
52301;"S12301";"Associate"
52302;"S12302";"Bachelor"
52303;"S12303";"Master"
52304;"S12304";"Bachelor"
52305;"S12305";"Associate"
52306;"S12306";"Bachelor"
52307;"S12307";"High School"
52308;"S12308";"High School"
52309;"S12309";"High School"
52310;"S12310";"Doctorate"
52311;"S12311";"Bachelor"
52312;"S12312";"High School"
52313;"S12313";"High School"
52314;"S12314";"High School"
52315;"S12315";"Doctorate"
52316;"S12316";"Doctorate"
52317;"S12317";"Doctorate"
52318;"S12318";"Master"
52319;"S12319";"High School"
52320;"S12320";"Master"
52321;"S12321";"High School"
52322;"S12322";"Master"
52323;"S12323";"Bachelor"
52324;"S12324";"High School"
52325;"S12325";"Doctorate"
52326;"S12326";"Doctorate"
52327;"S12327";"Associate"
52328;"S12328";"Bachelor"
52329;"S12329";"Master"
52330;"S12330";"Doctorate"
52331;"S12331";"High School"
52332;"S12332";"Doctorate"
52333;"S12333";"Bachelor"
52334;"S12334";"Doctorate"
52335;"S12335";"High School"
52336;"S12336";"Bachelor"
52337;"S12337";"Master"
52338;"S12338";"Bachelor"
52339;"S12339";"Bachelor"
52340;"S12340";"High School"
52341;"S12341";"Master"
52342;"S12342";"Master"
52343;"S12343";"Bachelor"
52344;"S12344";"Associate"
52345;"S12345";"Bachelor"
52346;"S12346";"Master"
52347;"S12347";"Associate"
52348;"S12348";"Bachelor"
52349;"S12349";"Doctorate"
52350;"S12350";"Master"
52351;"S12351";"Associate"
52352;"S12352";"Bachelor"
52353;"S12353";"Doctorate"
52354;"S12354";"Master"
52355;"S12355";"Associate"
52356;"S12356";"High School"
52357;"S12357";"Associate"
52358;"S12358";"High School"
52359;"S12359";"Doctorate"
52360;"S12360";"Associate"
52361;"S12361";"Master"
52362;"S12362";"Bachelor"
52363;"S12363";"Doctorate"
52364;"S12364";"High School"
52365;"S12365";"Master"
52366;"S12366";"Bachelor"
52367;"S12367";"High School"
52368;"S12368";"High School"
52369;"S12369";"Master"
52370;"S12370";"Bachelor"
52371;"S12371";"Associate"
52372;"S12372";"Bachelor"
52373;"S12373";"Master"
52374;"S12374";"Bachelor"
52375;"S12375";"Bachelor"
52376;"S12376";"Master"
52377;"S12377";"Bachelor"
52378;"S12378";"High School"
52379;"S12379";"Bachelor"
52380;"S12380";"Bachelor"
52381;"S12381";"Doctorate"
52382;"S12382";"Doctorate"
52383;"S12383";"Master"
52384;"S12384";"Doctorate"
52385;"S12385";"Bachelor"
52386;"S12386";"Doctorate"
52387;"S12387";"Master"
52388;"S12388";"Associate"
52389;"S12389";"Master"
52390;"S12390";"Master"
52391;"S12391";"Bachelor"
52392;"S12392";"Associate"
52393;"S12393";"High School"
52394;"S12394";"High School"
52395;"S12395";"Master"
52396;"S12396";"High School"
52397;"S12397";"Bachelor"
52398;"S12398";"Associate"
52399;"S12399";"Doctorate"
52400;"S12400";"Doctorate"
52401;"S12401";"Doctorate"
52402;"S12402";"High School"
52403;"S12403";"High School"
52404;"S12404";"Doctorate"
52405;"S12405";"Bachelor"
52406;"S12406";"Bachelor"
52407;"S12407";"Bachelor"
52408;"S12408";"Master"
52409;"S12409";"Doctorate"
52410;"S12410";"Bachelor"
52411;"S12411";"Doctorate"
52412;"S12412";"Associate"
52413;"S12413";"Bachelor"
52414;"S12414";"Associate"
52415;"S12415";"Master"
52416;"S12416";"Doctorate"
52417;"S12417";"Master"
52418;"S12418";"Bachelor"
52419;"S12419";"Doctorate"
52420;"S12420";"Master"
52421;"S12421";"High School"
52422;"S12422";"Doctorate"
52423;"S12423";"Bachelor"
52424;"S12424";"Associate"
52425;"S12425";"Doctorate"
52426;"S12426";"Doctorate"
52427;"S12427";"High School"
52428;"S12428";"Doctorate"
52429;"S12429";"Associate"
52430;"S12430";"Doctorate"
52431;"S12431";"High School"
52432;"S12432";"Master"
52433;"S12433";"Doctorate"
52434;"S12434";"High School"
52435;"S12435";"Bachelor"
52436;"S12436";"Master"
52437;"S12437";"Master"
52438;"S12438";"Bachelor"
52439;"S12439";"High School"
52440;"S12440";"Associate"
52441;"S12441";"Bachelor"
52442;"S12442";"Bachelor"
52443;"S12443";"Doctorate"
52444;"S12444";"Doctorate"
52445;"S12445";"Associate"
52446;"S12446";"High School"
52447;"S12447";"High School"
52448;"S12448";"Master"
52449;"S12449";"High School"
52450;"S12450";"Master"
52451;"S12451";"Master"
52452;"S12452";"Bachelor"
52453;"S12453";"High School"
52454;"S12454";"Doctorate"
52455;"S12455";"Associate"
52456;"S12456";"High School"
52457;"S12457";"High School"
52458;"S12458";"Bachelor"
52459;"S12459";"High School"
52460;"S12460";"High School"
52461;"S12461";"High School"
52462;"S12462";"Master"
52463;"S12463";"Bachelor"
52464;"S12464";"Associate"
52465;"S12465";"High School"
52466;"S12466";"High School"
52467;"S12467";"High School"
52468;"S12468";"Doctorate"
52469;"S12469";"High School"
