Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Parent Education Level,Gender,Engagement Level,Grade Level,Age,Country,Performance Score,Engagement Category,Attendance Group,At Risk
S11295,1.1,90.5,65.6,High School,Male,1.0,Grade 10,15,Portugal,60.169999999999995,Low,High,False
S11296,3.9,58.7,88.3,Associate,Male,2.0,Grade 12,17,England,62.54,Low,Moderate,False
S11297,6.0,62.9,41.8,High School,Male,1.0,Grade 11,16,England,40.97,Low,Moderate,True
S11298,7.7,126.15000000000002,64.6,Bachelor,Female,5.0,Grade 12,17,Germany,71.68500000000002,High,High,False
S11299,8.5,85.0,85.5,High School,Female,4.0,Grade 12,17,France,69.95,Moderate,High,False
S11300,7.8,112.0,49.7,Doctorate,Female,2.0,Grade 12,16,France,60.010000000000005,Low,High,False
S11301,11.1,85.9,62.0,Associate,Female,0.0,Grade 11,16,Germany,58.989999999999995,Low,High,False
S11302,10.2,83.0,82.5,Associate,Female,1.0,Grade 11,16,Germany,68.19000000000001,Low,High,False
S11303,6.4,62.5,102.94999999999999,Associate,Male,1.0,Grade 10,14,England,71.505,Low,Moderate,False
S11304,-0.9,94.6,68.9,Doctorate,Male,0.0,Grade 12,17,Spain,62.65,Low,High,False
S11305,5.0,75.5,70.2,Associate,Female,4.0,Grade 12,17,France,58.75,Moderate,High,False
S11306,7.3,76.6,47.4,Master,Male,0.0,Grade 11,16,Germany,48.13999999999999,Low,High,True
S11307,8.8,69.8,70.5,Bachelor,Male,1.0,Grade 11,16,Portugal,57.949999999999996,Low,Moderate,False
S11308,4.4,73.0,60.3,Bachelor,Male,1.0,Grade 11,16,Germany,52.93,Low,Moderate,False
S11309,7.5,75.3,70.1,Bachelor,Male,1.0,Grade 10,15,Spain,59.14,Low,High,False
S11310,10.0,77.5,72.2,Bachelor,Male,1.0,Grade 12,17,Germany,61.35,Low,High,False
S11311,9.4,74.0,61.6,Master,Male,3.0,Grade 11,16,Spain,54.88,Moderate,Moderate,False
S11312,4.6,43.9,65.2,Doctorate,Female,1.0,Grade 12,17,France,46.690000000000005,Low,Low,True
S11313,5.8,85.8,73.2,Bachelor,Female,5.0,Grade 11,16,Spain,63.5,High,High,False
S11314,3.5,72.5,54.2,Doctorate,Female,3.0,Grade 11,16,France,49.550000000000004,Moderate,Moderate,True
S11315,9.2,24.149999999999984,46.5,Bachelor,Male,4.0,Grade 10,15,Germany,32.334999999999994,Moderate,Low,True
S11316,5.7,43.2,86.7,Bachelor,Male,2.0,Grade 10,15,Spain,57.45,Low,Low,False
S11317,14.5,65.5,81.7,Associate,Male,0.0,Grade 11,16,France,63.4,Low,Moderate,False
S11318,12.0,100.6,69.2,Master,Male,1.0,Grade 11,16,Portugal,67.18,Low,High,False
S11319,9.7,87.2,45.5,High School,Male,1.0,Grade 12,17,Spain,50.849999999999994,Low,High,False
S11320,10.0,61.3,60.5,Associate,Female,1.0,Grade 12,17,England,50.64,Low,Moderate,False
S11321,11.9,71.2,72.8,Bachelor,Male,1.0,Grade 10,15,Portugal,60.14,Low,Moderate,False
S11322,13.5,97.1,51.1,Bachelor,Male,1.0,Grade 10,16,England,57.379999999999995,Low,High,False
S11323,10.7,62.7,93.3,Bachelor,Male,4.0,Grade 11,16,England,67.6,Moderate,Moderate,False
S11324,18.0,53.3,46.9,Bachelor,Male,2.0,Grade 12,17,Germany,43.04,Low,Moderate,True
S11325,12.3,92.6,47.3,Bachelor,Female,4.0,Grade 11,16,England,53.88999999999999,Moderate,High,False
S11326,14.6,97.3,68.4,Master,Female,2.0,Grade 11,16,France,66.31,Low,High,False
S11327,10.7,62.9,83.9,Master,Male,5.0,Grade 10,15,Portugal,62.96,High,Moderate,False
S11328,13.4,84.8,27.350000000000016,Doctorate,Male,1.0,Grade 11,16,France,41.79500000000001,Low,High,True
S11329,6.0,74.2,52.3,Master,Female,2.0,Grade 12,17,England,49.61,Low,Moderate,True
S11330,7.7,63.2,27.350000000000016,Bachelor,Male,1.0,Grade 12,17,England,34.175000000000004,Low,Moderate,True
S11331,11.7,98.4,84.6,Bachelor,Male,4.0,Grade 11,16,England,74.16,Moderate,High,False
S11332,11.7,61.7,52.4,Doctorate,Male,2.0,Grade 11,16,France,47.05,Low,Moderate,True
S11333,12.5,90.1,90.0,Doctorate,Male,0.0,Grade 11,16,England,74.53,Low,High,False
S11334,10.0,76.4,39.3,Bachelor,Male,3.0,Grade 11,16,Portugal,44.57,Moderate,High,True
S11335,2.9,71.6,49.0,High School,Male,1.0,Grade 11,16,Germany,46.559999999999995,Low,Moderate,True
S11336,5.1,63.9,59.5,High School,Female,0.0,Grade 11,16,Portugal,49.940000000000005,Low,Moderate,True
S11337,11.1,55.3,65.2,Doctorate,Male,5.0,Grade 12,17,Germany,51.41,High,Moderate,False
S11338,6.4,70.0,65.8,Associate,Male,1.0,Grade 12,17,Portugal,55.18,Low,Moderate,False
S11339,22.799999999999997,64.8,55.2,Associate,Female,2.0,Grade 11,16,England,51.6,Low,Moderate,False
S11340,12.6,76.9,102.94999999999999,Associate,Female,2.0,Grade 11,16,Germany,77.06499999999998,Low,High,False
S11341,9.6,51.1,60.8,High School,Female,5.0,Grade 11,16,Portugal,47.65,High,Moderate,True
S11342,7.4,75.3,62.0,Master,Female,5.0,Grade 10,15,England,55.07,High,High,False
S11343,7.6,83.1,57.6,High School,Male,1.0,Grade 10,15,Portugal,55.25,Low,High,False
S11344,10.2,61.5,85.0,Bachelor,Male,0.0,Grade 12,17,England,62.99,Low,Moderate,False
S11345,10.6,89.8,61.0,Associate,Female,1.0,Grade 11,16,France,59.559999999999995,Low,High,False
S11346,7.7,92.0,86.7,Associate,Male,5.0,Grade 10,15,Spain,72.49000000000001,High,High,False
S11347,8.6,50.9,72.6,Associate,Male,1.0,Grade 12,17,Germany,53.28999999999999,Low,Moderate,False
S11348,16.7,59.8,73.3,Master,Female,4.0,Grade 11,16,France,57.92999999999999,Moderate,Moderate,False
S11349,16.9,48.2,77.8,Doctorate,Female,4.0,Grade 11,16,Germany,56.74,Moderate,Low,False
S11350,11.3,83.5,70.5,Doctorate,Male,5.0,Grade 10,15,England,62.559999999999995,High,High,False
S11351,3.3,77.6,59.1,High School,Male,1.0,Grade 11,16,France,53.489999999999995,Low,High,False
S11352,12.7,43.0,72.2,Doctorate,Male,2.0,Grade 12,17,Portugal,51.54,Low,Low,False
S11353,17.8,62.0,78.0,Bachelor,Male,1.0,Grade 11,15,France,61.16,Low,Moderate,False
S11354,16.8,81.2,72.7,Master,Male,3.0,Grade 11,16,Germany,64.07000000000001,Moderate,High,False
S11355,13.7,77.3,42.8,Master,Female,1.0,Grade 12,17,Portugal,47.33,Low,High,True
S11356,17.1,99.2,77.1,Associate,Male,2.0,Grade 12,16,Germany,71.73,Low,High,False
S11357,10.3,52.0,76.1,Master,Male,0.0,Grade 12,17,Germany,55.71,Low,Moderate,False
S11358,13.1,74.8,77.7,Bachelor,Female,5.0,Grade 12,17,France,63.91,High,Moderate,False
S11359,6.6,55.0,60.3,Bachelor,Female,0.0,Grade 11,16,Germany,47.97,Low,Moderate,True
S11360,11.5,77.2,53.9,Associate,Female,0.0,Grade 11,16,England,52.41,Low,High,False
S11361,16.6,71.4,64.4,Doctorate,Male,2.0,Grade 10,15,Spain,56.940000000000005,Low,Moderate,False
S11362,7.1,80.4,79.1,Associate,Male,4.0,Grade 11,15,Germany,65.09,Moderate,High,False
S11363,5.7,66.8,43.3,Master,Female,1.0,Grade 12,17,England,42.83,Low,Moderate,True
S11364,10.5,90.2,65.5,High School,Female,3.0,Grade 12,17,Germany,61.910000000000004,Moderate,High,False
S11365,8.9,60.7,35.1,High School,Female,2.0,Grade 11,16,Portugal,37.540000000000006,Low,Moderate,True
S11366,13.2,54.7,43.8,Associate,Male,1.0,Grade 11,16,Germany,40.95,Low,Moderate,True
S11367,7.7,79.5,81.3,Doctorate,Male,2.0,Grade 11,16,Germany,66.04,Low,High,False
S11368,18.6,112.1,69.0,Doctorate,Male,0.0,Grade 10,15,Germany,71.85,Low,High,False
S11369,3.6,44.6,48.2,Doctorate,Female,5.0,Grade 11,16,Germany,38.2,High,Low,True
S11370,16.3,52.1,74.6,Doctorate,Female,0.0,Grade 12,17,France,56.18999999999999,Low,Moderate,False
S11371,6.2,79.6,55.8,Master,Female,4.0,Grade 12,17,Portugal,53.02,Moderate,High,False
S11372,1.0,97.5,71.3,Master,Male,2.0,Grade 10,15,France,65.10000000000001,Low,High,False
S11373,11.2,81.1,65.2,Master,Male,3.0,Grade 10,15,Spain,59.17,Moderate,High,False
S11374,8.7,62.8,75.1,Associate,Male,2.0,Grade 10,15,Germany,58.13,Low,Moderate,False
S11375,4.5,83.4,65.2,Doctorate,Male,1.0,Grade 12,17,England,58.52,Low,High,False
S11376,1.6,85.3,62.0,Associate,Male,0.0,Grade 11,16,France,56.910000000000004,Low,High,False
S11377,10.0,61.4,61.6,High School,Male,5.0,Grade 11,16,Germany,51.22,High,Moderate,False
S11378,14.9,91.5,85.2,Doctorate,Female,1.0,Grade 11,16,Germany,73.03,Low,High,False
S11379,12.9,74.3,51.8,Doctorate,Male,2.0,Grade 11,16,England,50.769999999999996,Low,Moderate,False
S11380,10.3,40.0,72.7,Bachelor,Female,0.0,Grade 12,17,England,50.410000000000004,Low,Low,False
S11381,12.4,72.3,55.1,Bachelor,Female,1.0,Grade 12,17,Spain,51.72,Low,Moderate,False
S11382,9.9,63.6,65.8,High School,Male,3.0,Grade 11,16,England,53.959999999999994,Moderate,Moderate,False
S11383,10.0,101.1,91.6,Master,Male,5.0,Grade 10,15,Germany,78.13,High,High,False
S11384,2.9,48.4,65.2,Associate,Male,0.0,Grade 11,17,France,47.7,Low,Low,True
S11385,9.0,65.3,43.5,High School,Male,2.0,Grade 12,17,Portugal,43.14,Low,Moderate,True
S11386,9.2,80.1,86.2,High School,Male,1.0,Grade 12,16,Germany,68.97,Low,High,False
S11387,14.3,123.4,68.6,Doctorate,Female,4.0,Grade 11,16,Spain,74.17999999999999,Moderate,High,False
S11388,13.8,114.1,65.2,High School,Male,1.0,Grade 11,16,England,69.59,Low,High,False
S11389,10.0,74.1,63.1,Associate,Male,5.0,Grade 11,16,Portugal,55.78,High,Moderate,False
S11390,8.6,75.3,62.0,Doctorate,Female,0.0,Grade 11,15,Portugal,55.31,Low,High,False
S11391,3.1,87.0,60.8,Doctorate,Male,0.0,Grade 12,18,Germany,57.12,Low,High,False
S11392,12.1,54.8,85.3,Doctorate,Male,0.0,Grade 12,17,England,61.51,Low,Moderate,False
S11393,12.6,75.2,65.2,High School,Male,2.0,Grade 10,15,France,57.68,Low,High,False
S11394,-1.9,102.1,61.7,Master,Female,1.0,Grade 10,15,Spain,61.099999999999994,Low,High,False
S11395,5.8,77.8,48.9,Bachelor,Male,2.0,Grade 12,17,England,48.949999999999996,Low,High,True
S11396,6.5,75.3,61.9,Associate,Male,3.0,Grade 11,16,England,54.839999999999996,Moderate,High,False
S11397,10.6,66.1,55.2,Master,Male,0.0,Grade 11,16,Germany,49.55,Low,Moderate,True
S11398,6.0,73.2,69.7,Doctorate,Male,4.0,Grade 10,15,England,58.010000000000005,Moderate,Moderate,False
S11399,9.8,73.4,62.8,Associate,Male,4.0,Grade 11,16,Germany,55.38,Moderate,Moderate,False
S11400,8.9,49.0,73.8,Associate,Male,2.0,Grade 11,16,England,53.379999999999995,Low,Low,False
S11401,9.2,97.1,85.1,Bachelor,Female,4.0,Grade 11,16,France,73.52,Moderate,High,False
S11402,6.4,68.3,47.4,High School,Male,2.0,Grade 12,16,England,45.47,Low,Moderate,True
S11403,6.8,80.2,67.2,Associate,Male,5.0,Grade 10,15,England,59.019999999999996,High,High,False
S11404,4.6,63.0,41.2,Bachelor,Female,3.0,Grade 10,14,Portugal,40.42,Moderate,Moderate,True
S11405,11.9,109.5,65.8,Master,Male,0.0,Grade 11,16,France,68.13,Low,High,False
S11406,12.9,99.7,73.3,Doctorate,Female,2.0,Grade 10,15,France,69.14,Low,High,False
S11407,6.1,76.2,60.1,Bachelor,Male,2.0,Grade 12,17,France,54.129999999999995,Low,High,False
S11408,17.6,50.5,70.9,Master,Male,1.0,Grade 12,17,England,54.120000000000005,Low,Moderate,False
S11409,8.4,89.9,69.8,Associate,Male,1.0,Grade 10,15,England,63.550000000000004,Low,High,False
S11410,17.7,96.7,73.7,Bachelor,Male,0.0,Grade 11,16,France,69.4,Low,High,False
S11411,6.8,56.5,47.0,Doctorate,Female,1.0,Grade 11,16,England,41.81,Low,Moderate,True
S11412,-0.1,72.1,81.3,Associate,Male,1.0,Grade 11,17,Portugal,62.26,Low,Moderate,False
S11413,12.0,76.5,60.2,Master,Male,2.0,Grade 12,16,England,55.449999999999996,Low,High,False
S11414,10.0,96.7,40.2,Bachelor,Male,1.0,Grade 11,16,France,51.11,Low,High,False
S11415,10.2,72.0,51.2,Master,Female,1.0,Grade 11,16,Germany,49.24,Low,Moderate,True
S11416,6.8,94.2,46.1,Associate,Male,0.0,Grade 11,16,France,52.67,Low,High,False
S11417,9.8,59.5,57.0,Bachelor,Male,1.0,Grade 10,15,Germany,48.309999999999995,Low,Moderate,True
S11418,7.4,53.9,52.1,High School,Male,0.0,Grade 11,15,Portugal,43.699999999999996,Low,Moderate,True
S11419,8.5,75.3,42.0,Doctorate,Female,0.0,Grade 10,15,England,45.290000000000006,Low,High,True
S11420,14.2,48.8,39.9,Doctorate,Male,3.0,Grade 10,15,Germany,37.42999999999999,Moderate,Low,True
S11421,10.9,60.0,64.6,Doctorate,Female,2.0,Grade 11,16,England,52.48,Low,Moderate,False
S11422,13.0,90.7,86.3,Bachelor,Female,1.0,Grade 11,16,Germany,72.96,Low,High,False
S11423,8.8,64.4,67.0,Master,Male,1.0,Grade 12,17,Spain,54.58,Low,Moderate,False
S11424,8.3,63.9,56.1,Bachelor,Male,2.0,Grade 11,16,Portugal,48.879999999999995,Low,Moderate,True
S11425,4.2,71.0,49.1,High School,Female,0.0,Grade 12,17,Germany,46.690000000000005,Low,Moderate,True
S11426,8.1,31.9,45.8,Associate,Male,4.0,Grade 11,16,France,34.089999999999996,Moderate,Low,True
S11427,-2.8,97.4,61.1,High School,Male,3.0,Grade 10,15,France,59.209999999999994,Moderate,High,False
S11428,7.0,78.5,62.0,Associate,Female,0.0,Grade 12,17,Germany,55.949999999999996,Low,High,False
S11429,9.6,58.8,73.3,Master,Male,4.0,Grade 11,16,England,56.209999999999994,Moderate,Moderate,False
S11430,12.8,40.7,59.6,Bachelor,Male,1.0,Grade 12,17,France,44.57000000000001,Low,Low,True
S11431,8.7,47.7,85.8,High School,Female,2.0,Grade 12,17,Germany,58.95,Low,Low,False
S11432,11.7,43.1,45.6,High School,Male,4.0,Grade 11,16,Spain,38.07000000000001,Moderate,Low,True
S11433,-0.9,79.5,48.1,Bachelor,Male,2.0,Grade 12,17,France,47.72,Low,High,True
S11434,9.7,79.7,71.2,Associate,Female,1.0,Grade 11,16,England,61.45,Low,High,False
S11435,1.6,87.2,57.7,Bachelor,Male,0.0,Grade 10,15,England,55.330000000000005,Low,High,False
S11436,4.0,89.7,56.6,Master,Female,1.0,Grade 11,16,France,56.01,Low,High,False
S11437,9.1,87.6,53.3,Bachelor,Male,4.0,Grade 11,16,France,54.74999999999999,Moderate,High,False
S11438,16.4,105.8,44.2,High School,Male,1.0,Grade 11,16,France,57.120000000000005,Low,High,False
S11439,11.9,98.9,33.5,Bachelor,Female,2.0,Grade 12,17,Spain,48.800000000000004,Low,High,True
S11440,10.1,94.2,54.9,Bachelor,Male,0.0,Grade 10,15,France,57.730000000000004,Low,High,False
S11441,9.9,79.7,48.0,Master,Male,2.0,Grade 12,17,England,49.88999999999999,Low,High,True
S11442,6.4,89.4,69.4,Bachelor,Male,5.0,Grade 12,18,Germany,62.800000000000004,High,High,False
S11443,7.3,66.8,64.2,Bachelor,Male,2.0,Grade 11,16,Portugal,53.6,Low,Moderate,False
S11444,12.1,70.6,55.3,Bachelor,Male,4.0,Grade 11,16,Germany,51.25,Moderate,Moderate,False
S11445,3.1,109.4,57.3,Master,Male,5.0,Grade 12,17,England,62.089999999999996,High,High,False
S11446,13.0,63.9,81.4,Doctorate,Female,0.0,Grade 11,16,France,62.470000000000006,Low,Moderate,False
S11447,8.1,62.4,52.7,Bachelor,Male,2.0,Grade 10,15,Germany,46.69,Low,Moderate,True
S11448,14.1,67.8,79.1,Bachelor,Male,0.0,Grade 11,16,Spain,62.71,Low,Moderate,False
S11449,14.8,64.0,65.2,Doctorate,Female,3.0,Grade 12,17,Germany,54.76,Moderate,Moderate,False
S11450,1.6,65.7,69.4,High School,Male,1.0,Grade 11,16,Germany,54.730000000000004,Low,Moderate,False
S11451,7.1,79.8,59.3,Doctorate,Male,4.0,Grade 11,16,Germany,55.01,Moderate,High,False
S11452,5.7,80.5,62.0,Associate,Male,0.0,Grade 11,16,Spain,56.29,Low,High,False
S11453,0.9,93.2,76.5,Bachelor,Male,4.0,Grade 12,17,Spain,66.39000000000001,Moderate,High,False
S11454,4.8,118.8,65.2,Bachelor,Male,0.0,Grade 11,16,Germany,69.2,Low,High,False
S11455,22.2,67.6,100.9,Bachelor,Male,2.0,Grade 12,17,Spain,75.17,Low,Moderate,False
S11456,13.0,73.7,53.2,Master,Female,4.0,Grade 10,15,Spain,51.31,Moderate,Moderate,False
S11457,19.6,38.2,75.5,High School,Male,1.0,Grade 11,16,France,53.13,Low,Low,False
S11458,14.1,49.2,102.94999999999999,Master,Male,0.0,Grade 10,15,Portugal,69.055,Low,Low,False
S11459,6.3,72.1,40.4,Master,Male,0.0,Grade 12,17,England,43.089999999999996,Low,Moderate,True
S11460,8.1,84.3,65.2,Associate,Female,2.0,Grade 10,15,France,59.51,Low,High,False
S11461,12.9,84.8,60.4,Master,Male,1.0,Grade 10,16,England,58.22,Low,High,False
S11462,12.2,87.3,60.2,Associate,Male,3.0,Grade 12,17,France,58.73,Moderate,High,False
S11463,7.1,100.1,80.0,Associate,Female,3.0,Grade 11,16,Germany,71.45,Moderate,High,False
S11464,2.5,109.1,65.2,Doctorate,Female,0.0,Grade 10,15,Germany,65.83,Low,High,False
S11465,22.799999999999997,70.1,86.6,Master,Male,0.0,Grade 11,16,Germany,68.89,Low,Moderate,False
S11466,10.0,59.0,46.1,Doctorate,Male,2.0,Grade 12,17,France,42.75,Low,Moderate,True
S11467,8.4,88.1,47.5,Associate,Male,1.0,Grade 11,16,England,51.85999999999999,Low,High,False
S11468,10.6,75.3,60.4,Doctorate,Male,2.0,Grade 10,15,Germany,54.91,Low,High,False
S11469,8.8,77.7,55.6,Master,Male,1.0,Grade 11,16,France,52.87,Low,High,False
S11470,10.6,71.4,52.6,Bachelor,Male,0.0,Grade 11,16,Spain,49.839999999999996,Low,Moderate,True
S11471,16.4,64.9,30.5,Bachelor,Female,0.0,Grade 12,17,Portugal,38.0,Low,Moderate,True
S11472,9.4,74.2,80.6,High School,Male,1.0,Grade 11,16,England,64.44,Low,Moderate,False
S11473,4.2,88.8,70.5,Bachelor,Male,0.0,Grade 10,15,England,62.730000000000004,Low,High,False
S11474,9.2,61.6,72.7,Associate,Male,2.0,Grade 11,16,England,56.67,Low,Moderate,False
S11475,7.7,59.0,53.4,Bachelor,Male,2.0,Grade 10,15,Germany,45.94,Low,Moderate,True
S11476,17.1,87.0,65.2,Master,Male,4.0,Grade 12,17,Spain,62.120000000000005,Moderate,High,False
S11477,15.9,58.0,97.6,High School,Male,5.0,Grade 11,16,Portugal,69.38,High,Moderate,False
S11478,10.5,78.0,73.7,Master,Male,2.0,Grade 10,15,England,62.35,Low,High,False
S11479,3.6,77.0,65.1,Associate,Female,2.0,Grade 11,16,Germany,56.36999999999999,Low,High,False
S11480,3.9,75.0,66.5,High School,Male,1.0,Grade 10,15,Germany,56.53,Low,Moderate,False
S11481,10.1,62.1,83.5,High School,Male,1.0,Grade 11,16,England,62.4,Low,Moderate,False
S11482,11.7,109.7,47.8,Master,Male,4.0,Grade 11,16,France,59.14999999999999,Moderate,High,False
S11483,8.1,83.0,63.3,High School,Male,2.0,Grade 12,17,England,58.169999999999995,Low,High,False
S11484,7.6,64.7,65.5,Associate,Male,5.0,Grade 10,15,Portugal,53.68,High,Moderate,False
S11485,7.0,81.6,70.6,Bachelor,Male,4.0,Grade 11,16,France,61.17999999999999,Moderate,High,False
S11486,9.9,75.3,54.0,Associate,Female,1.0,Grade 10,14,Germany,51.57,Low,High,False
S11487,-1.9,76.8,35.1,Doctorate,Female,3.0,Grade 12,17,France,40.21,Moderate,High,True
S11488,4.5,105.7,65.9,High School,Male,2.0,Grade 12,18,Germany,65.56,Low,High,False
S11489,6.9,52.0,100.5,Doctorate,Male,2.0,Grade 12,17,Portugal,67.22999999999999,Low,Moderate,False
S11490,16.0,58.0,71.4,Master,Male,5.0,Grade 12,17,Spain,56.300000000000004,High,Moderate,False
S11491,5.9,32.2,47.5,Associate,Male,5.0,Grade 11,16,France,34.589999999999996,High,Low,True
S11492,10.9,114.5,57.6,Bachelor,Male,1.0,Grade 11,17,England,65.33000000000001,Low,High,False
S11493,11.1,41.0,61.0,Associate,Male,2.0,Grade 11,16,Germany,45.019999999999996,Low,Low,True
S11494,16.5,75.3,88.7,Bachelor,Male,4.0,Grade 12,17,France,70.24,Moderate,High,False
S11495,16.3,109.8,63.0,Master,Male,2.0,Grade 10,15,Portugal,67.7,Low,High,False
S11496,9.7,94.4,81.5,Master,Male,2.0,Grade 11,16,France,71.00999999999999,Low,High,False
S11497,7.6,82.5,68.0,Master,Male,4.0,Grade 11,16,Germany,60.27,Moderate,High,False
S11498,6.7,100.7,66.2,Master,Male,1.0,Grade 11,16,Portugal,64.65,Low,High,False
S11499,8.8,61.6,50.0,High School,Male,4.0,Grade 11,16,France,45.24,Moderate,Moderate,True
S11500,7.8,85.4,76.9,Bachelor,Male,1.0,Grade 11,16,Germany,65.63000000000001,Low,High,False
S11501,12.8,75.3,56.9,Master,Female,2.0,Grade 10,15,England,53.6,Low,High,False
S11502,12.1,72.3,81.9,High School,Female,0.0,Grade 11,16,England,65.06,Low,Moderate,False
S11503,13.0,78.8,65.4,Bachelor,Male,2.0,Grade 11,16,England,58.940000000000005,Low,High,False
S11504,16.3,98.5,63.6,Bachelor,Female,3.0,Grade 11,16,Portugal,64.61,Moderate,High,False
S11505,19.3,106.3,53.9,Doctorate,Male,3.0,Grade 10,15,Germany,62.699999999999996,Moderate,High,False
S11506,10.6,69.7,58.0,High School,Male,1.0,Grade 11,16,England,52.029999999999994,Low,Moderate,False
S11507,15.5,75.3,58.1,High School,Male,1.0,Grade 12,17,England,54.74,Low,High,False
S11508,8.2,58.6,65.7,Doctorate,Male,0.0,Grade 10,15,Germany,52.07,Low,Moderate,False
S11509,15.9,114.0,88.8,Bachelor,Male,3.0,Grade 10,15,Spain,81.78,Moderate,High,False
S11510,10.0,104.6,43.4,Bachelor,Male,2.0,Grade 11,16,France,55.08,Low,High,False
S11511,15.0,53.2,67.0,Doctorate,Female,3.0,Grade 12,17,Spain,52.46,Moderate,Moderate,False
S11512,10.5,108.2,91.6,High School,Female,3.0,Grade 10,15,Germany,80.35999999999999,Moderate,High,False
S11513,6.7,60.8,47.3,High School,Female,0.0,Grade 10,15,Germany,43.230000000000004,Low,Moderate,True
S11514,3.0,88.3,58.8,Bachelor,Male,1.0,Grade 11,16,Portugal,56.49,Low,High,False
S11515,9.8,60.8,77.9,High School,Female,4.0,Grade 12,17,Spain,59.15,Moderate,Moderate,False
S11516,17.7,118.3,46.9,Bachelor,Female,0.0,Grade 11,16,Germany,62.48,Low,High,False
S11517,8.5,63.6,65.2,High School,Male,5.0,Grade 12,17,England,53.38,High,Moderate,False
S11518,13.9,54.0,83.9,Bachelor,Female,1.0,Grade 12,17,Spain,60.93000000000001,Low,Moderate,False
S11519,14.2,65.9,69.0,Bachelor,Male,1.0,Grade 12,17,England,57.11,Low,Moderate,False
S11520,8.6,126.15000000000002,27.350000000000016,Associate,Female,0.0,Grade 12,18,Portugal,53.24000000000001,Low,High,False
S11521,16.6,80.2,57.8,Doctorate,Female,2.0,Grade 12,17,Germany,56.279999999999994,Low,High,False
S11522,-2.8,54.4,79.9,Bachelor,Female,3.0,Grade 12,17,Portugal,55.71,Moderate,Moderate,False
S11523,3.9,59.2,59.5,Master,Male,2.0,Grade 10,15,England,48.290000000000006,Low,Moderate,True
S11524,5.4,40.0,65.1,Doctorate,Male,1.0,Grade 10,15,Germany,45.629999999999995,Low,Low,True
S11525,5.9,85.8,95.4,High School,Male,1.0,Grade 10,15,Germany,74.62,Low,High,False
S11526,11.7,50.0,69.8,Doctorate,Male,0.0,Grade 11,16,England,52.239999999999995,Low,Low,False
S11527,11.5,97.1,68.5,Bachelor,Female,2.0,Grade 12,16,France,65.67999999999999,Low,High,False
S11528,12.0,90.8,59.3,Bachelor,Female,3.0,Grade 12,17,Spain,59.29,Moderate,High,False
S11529,13.0,73.0,88.6,Master,Male,0.0,Grade 11,16,Germany,68.79999999999998,Low,Moderate,False
S11530,5.2,99.7,80.4,High School,Female,2.0,Grade 10,15,Germany,71.15,Low,High,False
S11531,3.9,93.5,57.9,High School,Male,2.0,Grade 11,17,France,57.78,Low,High,False
S11532,-1.0,78.1,54.2,Bachelor,Male,5.0,Grade 11,16,England,50.33,High,High,False
S11533,6.8,59.6,52.8,Master,Female,0.0,Grade 11,16,France,45.64,Low,Moderate,True
S11534,2.1,83.3,58.1,High School,Female,4.0,Grade 10,15,England,54.46,Moderate,High,False
S11535,14.9,83.2,53.4,Doctorate,Male,0.0,Grade 11,16,England,54.64,Low,High,False
S11536,17.0,84.8,66.8,Associate,Female,3.0,Grade 10,15,England,62.239999999999995,Moderate,High,False
S11537,17.8,76.6,77.7,Associate,Female,1.0,Grade 11,16,Portugal,65.39,Low,High,False
S11538,10.9,81.5,53.1,Bachelor,Male,2.0,Grade 10,15,England,53.18,Low,High,False
S11539,13.1,81.0,54.4,Doctorate,Male,0.0,Grade 11,16,Portugal,54.12,Low,High,False
S11540,16.8,102.2,55.9,High School,Male,0.0,Grade 11,16,England,61.97,Low,High,False
S11541,6.8,49.5,69.9,Bachelor,Male,3.0,Grade 12,17,France,51.160000000000004,Moderate,Low,False
S11542,15.6,55.0,49.9,Master,Female,0.0,Grade 11,17,Portugal,44.57,Low,Moderate,True
S11543,11.4,76.5,42.7,Master,Male,3.0,Grade 11,16,Portugal,46.58,Moderate,High,True
S11544,14.6,59.8,61.3,Master,Female,5.0,Grade 12,17,Portugal,51.51,High,Moderate,False
S11545,10.9,79.2,66.1,Master,Male,5.0,Grade 10,15,Germany,58.99,High,High,False
S11546,16.5,52.7,63.0,Associate,Male,1.0,Grade 12,17,Germany,50.61,Low,Moderate,False
S11547,11.1,55.9,63.4,Doctorate,Male,5.0,Grade 10,15,France,50.69,High,Moderate,False
S11548,10.0,116.2,65.2,Associate,Female,3.0,Grade 10,15,England,69.46000000000001,Moderate,High,False
S11549,17.3,70.4,82.6,High School,Male,2.0,Grade 10,15,England,65.88,Low,Moderate,False
S11550,5.3,75.3,64.1,Master,Male,2.0,Grade 10,15,Germany,55.7,Low,High,False
S11551,16.3,72.7,65.2,Bachelor,Male,4.0,Grade 10,15,France,57.669999999999995,Moderate,Moderate,False
S11552,9.5,95.7,92.6,Doctorate,Male,5.0,Grade 12,17,Germany,76.91,High,High,False
S11553,15.9,99.1,61.2,Doctorate,Female,2.0,Grade 11,16,France,63.51,Low,High,False
S11554,15.7,45.8,58.7,Bachelor,Female,3.0,Grade 12,17,Germany,46.230000000000004,Moderate,Low,True
S11555,12.2,59.7,44.8,Master,Male,4.0,Grade 12,17,Spain,42.75,Moderate,Moderate,True
S11556,12.5,79.5,75.2,High School,Female,5.0,Grade 12,17,England,63.95,High,High,False
